"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15" "roc_16" "roc_17" "roc_18" "roc_19" "roc_20" "roc_30" "roc_40" "roc_50" "roc_60" "roc_70" "roc_80" "roc_90" "roc_100" "roc_110" "roc_120" "roc_130" "roc_140" "roc_150" "roc_160" "roc_170" "roc_180" "roc_190" "roc_200"
11 0.848497495826377 0.849910962715637 0.857746243739566 0.85968836950473 0.866560934891486 0.862465219810796 0.874791318864775 0.875025041736227 0.879488035614914 0.881786310517529 0.890979410127991 0.89542570951586 0.886850306065665 0.895253199777407 0.87771285475793 0.898185865331107 0.893483583750695 0.905993322203673 0.893288814691152 0.901068447412354 0.916733444629939 0.934040066777963 0.938063439065109 0.955870895937674 0.956099053978854 0.962092376182527 0.968002225932109 0.964863661658319 0.967768503060657 0.97330550918197 0.974390651085142 0.975086254869226 0.977557039510295 0.983578185865331 0.981786310517529 0.985292153589315 0.983917640511964 0.985119643850863
12 0.823231473554919 0.83305244351807 0.872255182938177 0.859705214575502 0.89651840547884 0.883627498418134 0.876021141176908 0.909870845274872 0.886030446272379 0.932325901663751 0.918063795734544 0.907630922693267 0.956248929914021 0.940459299512413 0.954061860274687 0.938119626307366 0.945323259016637 0.954354412476272 0.958742695500056 0.953035322142405 0.971645513082964 0.97340008188484 0.974807012319946 0.975466929690698 0.976806119030781 0.977655860349127 0.97930174563591 0.978620984851305 0.980882123050583 0.982029999627796 0.982163620798749 0.983081475415938 0.983882458034019 0.984828600141438 0.985793724643615 0.987187627945063 0.986884281832732 0.987327576580936
13 0.702734454638124 0.717646534148828 0.731520132517839 0.732273190621814 0.730020387359837 0.751102191641183 0.726767329255862 0.734487767584098 0.736474260958206 0.737503822629969 0.740609072375127 0.748190621814475 0.7484250764526 0.76072375127421 0.748298929663609 0.748109072375127 0.762003058103975 0.746260193679918 0.756721457696228 0.768250509683996 0.768109072375127 0.774157747196738 0.763511722731906 0.762817278287462 0.767756116207951 0.771915137614679 0.793284913353721 0.794648318042813 0.766131498470948 0.791935524974516 0.80158129459735 0.790225535168196 0.809565494393476 0.801611875637105 0.792702599388379 0.816736748216106 0.808966615698267 0.804522171253823
14 0.821534422403734 0.823045507584597 0.821336056009335 0.821551925320887 0.820350058343057 0.81720536756126 0.815151691948658 0.817094515752625 0.815705950991832 0.816429404900817 0.821995332555426 0.817415402567095 0.815116686114352 0.803658109684948 0.818267211201867 0.804918319719953 0.81404317386231 0.782520420070012 0.801831971995333 0.798646441073512 0.794177362893815 0.799760793465577 0.796604434072345 0.780379229871645 0.786411901983664 0.800560093348892 0.785822637106184 0.764953325554259 0.799760793465577 0.7963243873979 0.792707117852976 0.781656942823804 0.791394399066511 0.818121353558927 0.782660443407235 0.796120186697783 0.799078179696616 0.809352392065344
15 0.722618218018915 0.709716276754604 0.701463414634146 0.702150323544052 0.697809855649577 0.703185664509706 0.707038327526132 0.696127426580388 0.693628670980587 0.704987555998009 0.707685415629666 0.694225983076157 0.701841712294674 0.695898456943753 0.700328521652563 0.711269288203086 0.708352414136386 0.69609756097561 0.701811846689895 0.702946739671478 0.716157292185167 0.717451468392235 0.733628670980587 0.766251866600299 0.774504728720756 0.761234444997511 0.787894474863116 0.802618218018915 0.819741164758586 0.817939273270284 0.820009955201593 0.840258835241414 0.875271279243405 0.869288203086113 0.85669487307118 0.899990044798407 0.898954703832753 0.882429069188651
16 0.733159668091526 0.758547648981644 0.749950213728941 0.760452602464169 0.775332159919537 0.739017349761127 0.791581594166457 0.800496856927332 0.781859693236108 0.815342217752074 0.822742770932864 0.792170983153131 0.801941161679658 0.815746542620065 0.806491325119437 0.840372139803872 0.819282876540105 0.820835805883832 0.814668342972089 0.840557203922555 0.828554186572793 0.867540357053055 0.886296203168217 0.898705556952476 0.89812622579834 0.905104350012573 0.900725169725924 0.921852652753332 0.915401558964044 0.920595423686196 0.936384209202917 0.929862710585869 0.934175509177772 0.94765300477747 0.9432134774956 0.947705305506664 0.952891123962786 0.957336685944179
17 0.647736549165121 0.657668521954236 0.659529993815708 0.668831168831169 0.674681508967223 0.666709956709957 0.672003710575139 0.687612863327149 0.698138528138528 0.688967223252937 0.695194805194805 0.704242424242424 0.697854050711193 0.705034013605442 0.705664811379097 0.705114409400124 0.706017316017316 0.706641929499072 0.713116883116883 0.703135435992579 0.717359307359307 0.734341372912802 0.732145949288807 0.744842300556586 0.746592455163884 0.766450216450216 0.775992578849722 0.775788497217069 0.78004329004329 0.801657390228819 0.79338899196042 0.808231292517007 0.82030303030303 0.83017316017316 0.834013605442177 0.826994434137291 0.845460729746444 0.850989486703772
18 0.797165991902834 0.801958502024292 0.803066801619433 0.80880060728745 0.810126518218624 0.813724696356275 0.821685222672065 0.825339068825911 0.824949392712551 0.829008097165992 0.829089068825911 0.839235829959514 0.826584008097166 0.834271255060729 0.83085020242915 0.832859311740891 0.835263157894737 0.839256072874494 0.830364372469636 0.841816801619433 0.850501012145749 0.864473684210526 0.871406882591093 0.873593117408907 0.865121457489879 0.888836032388664 0.881330971659919 0.89501012145749 0.887246963562753 0.899084008097166 0.904164979757085 0.899493927125506 0.910379554655871 0.917312753036437 0.909888663967611 0.919898785425101 0.928901821862348 0.928233805668016
19 0.637828371278459 0.653105213525529 0.693315371143743 0.708646099959585 0.729500202074633 0.722381786339755 0.75416947325879 0.731003637343392 0.738677084736629 0.732798060083524 0.755861511518254 0.749993264178904 0.73278728276977 0.748215007409403 0.812868112622929 0.774711033274956 0.773541694732588 0.786884009160717 0.783402936817998 0.805070726121514 0.812151421258252 0.885318604337869 0.862788629933989 0.861797117068571 0.877990030984777 0.896737168260811 0.898143607705779 0.888481745924828 0.912455880371817 0.892480129327765 0.915063990300418 0.939237505051866 0.89752930082177 0.936311464367506 0.930863532264583 0.943408325474875 0.952493600969958 0.951388926310118
20 0.869899877899878 0.879583231583232 0.877297517297517 0.872931216931217 0.880166056166056 0.882080586080586 0.87941391941392 0.882461538461539 0.881543345543346 0.880784696784697 0.881452177452177 0.883848595848596 0.882699226699227 0.886567358567359 0.887573463573464 0.888185592185592 0.886245014245014 0.885258445258445 0.884724460724461 0.882897842897843 0.888250712250713 0.899106227106227 0.893684981684982 0.886046398046398 0.894713878713879 0.89622792022792 0.902993894993895 0.917313797313797 0.911882783882784 0.910189662189662 0.922122914122914 0.916310948310948 0.916822140822141 0.931431827431827 0.926385022385023 0.92931216931217 0.933206349206349 0.940164428164428
21 0.690934579439252 0.700903426791277 0.71018691588785 0.714267912772586 0.720560747663551 0.738847352024922 0.73183800623053 0.748068535825545 0.743769470404985 0.759221183800623 0.762710280373832 0.765732087227414 0.767663551401869 0.778691588785047 0.764548286604361 0.778130841121495 0.785420560747664 0.783052959501558 0.783738317757009 0.780841121495327 0.843115264797508 0.832336448598131 0.856760124610592 0.858286604361371 0.873644859813084 0.883333333333333 0.895794392523364 0.916915887850467 0.921838006230529 0.917601246105919 0.929283489096573 0.950903426791277 0.940934579439252 0.95018691588785 0.950031152647975 0.963489096573209 0.966947040498442 0.956884735202492
22 0.834023272727273 0.831079272727273 0.831277090909091 0.822740363636364 0.820048 0.824663272727273 0.823384727272727 0.818027636363636 0.816816 0.821614545454545 0.814221090909091 0.820541090909091 0.816116363636364 0.816158545454546 0.823547636363636 0.814695272727273 0.818066909090909 0.810558545454545 0.814712727272727 0.813482181818182 0.816346181818182 0.805573818181818 0.810754909090909 0.820309818181818 0.827438545454545 0.830311272727273 0.829096727272727 0.835632 0.851995636363637 0.850196363636364 0.851070545454545 0.859178181818182 0.872845090909091 0.874756363636364 0.880235636363637 0.888896 0.888533818181818 0.901693090909091
23 0.861205479452055 0.859178082191781 0.862369863013699 0.859506849315068 0.855424657534246 0.852849315068493 0.863808219178082 0.859013698630137 0.854232876712329 0.855821917808219 0.852082191780822 0.86286301369863 0.862712328767124 0.859534246575343 0.855 0.867424657534247 0.870904109589041 0.852561643835617 0.878479452054794 0.860246575342466 0.870054794520548 0.874917808219178 0.904575342465754 0.897095890410959 0.922821917808219 0.946520547945205 0.925712328767123 0.947315068493151 0.944424657534247 0.952767123287671 0.941630136986301 0.963479452054795 0.967630136986302 0.974027397260274 0.981123287671233 0.970465753424658 0.99141095890411 0.981397260273973
24 0.917861135628126 0.919404236540159 0.915389820535452 0.917726537216828 0.911287143277435 0.9121675492792 0.925547219770521 0.921217269785231 0.918911444542513 0.922605177993528 0.922132244777876 0.924298323036187 0.908206825536923 0.913956310679612 0.907036628420123 0.922048396587232 0.924955133862901 0.927609591056193 0.926019417475728 0.923640041188585 0.930013239187996 0.924701382759635 0.935735510444248 0.937506619593998 0.941546778464254 0.942313180347161 0.943414974992645 0.946718887908208 0.950609738158282 0.950075022065313 0.951182333039129 0.95551412180053 0.954303471609297 0.959919829361577 0.959183215651662 0.961394160047073 0.963350250073551 0.96527177110915
25 0.953616908850727 0.955054161162483 0.956840158520476 0.963339498018494 0.962980184940555 0.962377807133421 0.966224570673712 0.964755614266843 0.967344782034346 0.972110964332893 0.970018494055482 0.968708058124174 0.969025099075297 0.970177014531044 0.966340819022457 0.972058124174373 0.972797886393659 0.972163804491413 0.976 0.970314398943197 0.971751651254954 0.977310435931308 0.975989431968296 0.977278731836195 0.980058124174373 0.98294319682959 0.982689564068692 0.98113606340819 0.984517833553501 0.984538969616909 0.987772787318362 0.987667107001321 0.987709379128137 0.986747688243065 0.987667107001321 0.989410832232497 0.990108322324967 0.989336856010568
26 0.936021246458923 0.935196883852691 0.938089235127479 0.935920679886685 0.93693059490085 0.939426345609065 0.931616147308782 0.933491501416431 0.935321529745043 0.939080736543909 0.940416430594901 0.940056657223796 0.939103399433428 0.937018413597734 0.933264872521246 0.93842209631728 0.938454674220963 0.941130311614731 0.943297450424929 0.941038243626062 0.936990084985836 0.937287535410765 0.917584985835694 0.926878186968839 0.93363597733711 0.938175637393768 0.920743626062323 0.932970254957507 0.929878186968839 0.934873937677054 0.934980169971671 0.936691218130311 0.936533994334278 0.934018413597734 0.933186968838527 0.951228045325779 0.948185552407932 0.949801699716714
27 0.771961085509473 0.789022017409114 0.80347499573306 0.828189110769756 0.822188086704215 0.830940433521079 0.839399214883086 0.837979177334016 0.866161461000171 0.850848267622461 0.867520054616829 0.887967229902714 0.85610513739546 0.896555726233146 0.884485407066052 0.887823860727087 0.906502816180236 0.88994708994709 0.884772145417307 0.894241338112306 0.914272060078512 0.924321556579621 0.931046253626899 0.934569039085168 0.939873698583376 0.943464755077658 0.949445297832395 0.95042157364738 0.943089264379587 0.957876770779997 0.957726574500768 0.957528588496331 0.968554360812425 0.964635603345281 0.965120327700973 0.965427547363031 0.959228537293053 0.97379074927462
28 0.879979182930003 0.880936768149883 0.881665365599792 0.88536039552433 0.883320322664585 0.881030444964871 0.887556596409055 0.879084048920114 0.884392401769451 0.88023939630497 0.886588602654176 0.887161072079105 0.885828779599271 0.888930523028884 0.880593286494926 0.891303669008587 0.889836065573771 0.897059588862868 0.882123341139735 0.891626333593547 0.901670569867291 0.891230809263596 0.905865209471767 0.912943013270882 0.905646630236794 0.911652354931044 0.914379391100703 0.923018475149623 0.931782461618527 0.934207650273224 0.940327868852459 0.946635441061671 0.944168618266979 0.945022118136872 0.958053603955243 0.959958365860005 0.968649492583919 0.960385115794952
29 0.877262103505843 0.878778917243024 0.877653231576437 0.87593608394944 0.882337228714524 0.882671118530885 0.877758168375864 0.881736227045075 0.884989267827331 0.885714285714286 0.882632959694729 0.887345575959933 0.892325304078225 0.89466253279275 0.89957548294777 0.893546386835201 0.898068208919628 0.9016932983544 0.892411161459575 0.887937037920343 0.902227522060577 0.906901979489626 0.923548771762461 0.92440734557596 0.930436441688529 0.912568566658717 0.931161459575483 0.935196756498927 0.934748390174099 0.951032673503458 0.956050560457906 0.959942761745767 0.95118530884808 0.953169568328166 0.964559980920582 0.962547102313379 0.97178154066301 0.950908657285953
30 0.885186953062848 0.887159904534606 0.881686555290374 0.881336515513127 0.880381861575179 0.882322991249006 0.874272076372315 0.878472553699284 0.868926014319809 0.870835322195704 0.868448687350835 0.86673031026253 0.869466984884646 0.865712012728719 0.866062052505967 0.857661097852029 0.862243436754177 0.868066825775656 0.867494033412888 0.865043754972156 0.867303102625298 0.86854415274463 0.880859188544153 0.874463007159904 0.889514717581543 0.893524264120923 0.897311058074781 0.899156722354813 0.921941129673826 0.908862370723946 0.913985680190931 0.927859984089101 0.916722354813047 0.923754972155927 0.919777247414479 0.928687350835322 0.949689737470167 0.96381861575179
31 0.807173202614379 0.805980392156863 0.801944444444444 0.799542483660131 0.804428104575163 0.808218954248366 0.803447712418301 0.795277777777778 0.800277777777778 0.787467320261438 0.797826797385621 0.809313725490196 0.799722222222222 0.790800653594771 0.806078431372549 0.806454248366013 0.798316993464052 0.803937908496732 0.799003267973856 0.809346405228758 0.834395424836601 0.852254901960784 0.838496732026144 0.872745098039216 0.872565359477124 0.84452614379085 0.865294117647059 0.879575163398693 0.888088235294118 0.847401960784314 0.884035947712418 0.889820261437909 0.886666666666667 0.898366013071896 0.883316993464052 0.860604575163398 0.909934640522876 0.900098039215687
32 0.865032552083333 0.879915364583333 0.868743489583333 0.884029947916667 0.880852864583333 0.885748697916667 0.890989583333333 0.887337239583333 0.896959635416666 0.889147135416667 0.888665364583333 0.896959635416667 0.88529296875 0.893802083333334 0.891282552083333 0.899544270833333 0.90021484375 0.907421875 0.907669270833333 0.897565104166667 0.900618489583333 0.896399739583333 0.9028515625 0.929680989583333 0.907161458333333 0.925325520833333 0.918138020833333 0.9207421875 0.933665364583333 0.919342447916666 0.94388671875 0.944348958333333 0.949147135416667 0.93736328125 0.946419270833333 0.943561197916667 0.955416666666667 0.9545703125
33 0.630619099099099 0.642975135135135 0.643574774774775 0.635298018018018 0.646082882882883 0.638751711711712 0.650286126126126 0.640172972972973 0.639022702702703 0.638402882882883 0.643214414414415 0.646247207207207 0.653073873873874 0.654376936936937 0.653904144144144 0.646996756756757 0.656273873873874 0.646472072072072 0.653295855855856 0.664784144144144 0.658144864864865 0.683225945945946 0.694030990990991 0.710129009009009 0.727114954954955 0.738441801801802 0.723450810810811 0.735016936936937 0.743803963963964 0.762585945945946 0.778381261261262 0.781685045045045 0.799048648648649 0.804206126126126 0.823394594594595 0.81243963963964 0.840380540540541 0.85627963963964
34 0.708873128447597 0.713459416863672 0.721213553979512 0.742127659574468 0.729976359338061 0.739085894405043 0.747517730496454 0.766855791962175 0.758187549251379 0.767470449172577 0.763120567375887 0.794688731284476 0.76167060677699 0.78214342001576 0.780425531914894 0.778297872340425 0.789818754925138 0.788305752561072 0.8051536643026 0.805200945626477 0.825453112687155 0.850559495665879 0.857825059101655 0.893427895981088 0.899495665878644 0.931095350669819 0.920362490149724 0.957509850275807 0.961780929866036 0.967328605200946 0.962773837667455 0.985200945626478 0.97639085894405 0.982679275019701 0.980394011032309 0.989929078014184 0.982174940898345 0.985516154452325
35 0.879214714714715 0.877369369369369 0.871951951951952 0.869834834834835 0.865917417417417 0.870531531531532 0.868385885885886 0.862665165165165 0.859596096096096 0.871087087087087 0.870265765765766 0.863408408408408 0.856106606606607 0.872459459459459 0.874399399399399 0.854384384384384 0.849923423423423 0.856594594594595 0.847564564564565 0.859533033033033 0.858292792792793 0.86146996996997 0.866423423423423 0.848816816816817 0.866207207207207 0.854761261261261 0.846686186186186 0.878864864864865 0.868298798798799 0.869165165165165 0.878542042042042 0.875851351351351 0.874334834834835 0.882732732732733 0.894169669669669 0.899252252252252 0.906555555555556 0.898795795795796
36 0.768450704225352 0.788231611893584 0.789546165884194 0.795430359937402 0.795555555555556 0.813646322378717 0.82585289514867 0.804319248826291 0.819405320813772 0.826353677621283 0.822159624413146 0.810140845070422 0.8018779342723 0.812957746478873 0.809014084507042 0.809702660406886 0.810391236306729 0.799749608763693 0.829671361502347 0.815461658841941 0.792237871674491 0.821283255086072 0.754679186228482 0.766948356807512 0.76018779342723 0.713051643192488 0.775586854460094 0.70491392801252 0.741909233176839 0.696400625978091 0.757496087636933 0.704162754303599 0.697339593114241 0.698779342723005 0.780156494522692 0.697214397496088 0.704037558685446 0.609953051643192
37 0.947490196078431 0.947078431372549 0.947088235294118 0.946725490196078 0.946607843137255 0.946921568627451 0.947519607843137 0.946294117647059 0.946882352941176 0.944039215686274 0.943960784313726 0.942647058823529 0.945107843137255 0.94293137254902 0.940578431372549 0.945303921568627 0.944950980392157 0.945509803921569 0.942362745098039 0.941941176470588 0.942705882352941 0.938088235294118 0.931274509803921 0.938107843137255 0.940480392156863 0.935637254901961 0.931539215686274 0.940107843137255 0.94093137254902 0.939676470588235 0.941382352941177 0.945735294117647 0.939539215686274 0.936980392156863 0.942039215686274 0.947313725490196 0.949627450980392 0.947460784313726
38 0.586134663341646 0.591920199501247 0.59501246882793 0.582643391521197 0.596209476309227 0.601745635910224 0.595311720698254 0.622244389027431 0.598902743142145 0.589476309226933 0.608179551122194 0.599551122194514 0.592668329177057 0.599800498753117 0.594164588528678 0.609675810473815 0.628628428927681 0.5985536159601 0.581097256857856 0.599551122194514 0.678802992518703 0.605137157107232 0.621546134663342 0.629226932668329 0.68788029925187 0.73002493765586 0.702044887780549 0.727281795511222 0.759201995012469 0.786134663341646 0.808927680798005 0.780798004987531 0.800448877805486 0.852668329177057 0.824887780548628 0.871321695760598 0.869875311720698 0.882942643391521
39 0.793949579831933 0.800873949579832 0.799831932773109 0.818420168067227 0.812487394957983 0.833882352941177 0.823915966386555 0.834588235294118 0.846386554621849 0.831714285714286 0.843865546218487 0.85 0.844252100840336 0.85672268907563 0.857008403361345 0.856285714285714 0.855613445378151 0.863613445378151 0.871747899159664 0.858235294117647 0.869798319327731 0.870201680672269 0.883243697478992 0.865831932773109 0.87890756302521 0.880605042016807 0.870336134453781 0.884504201680672 0.907226890756303 0.881882352941176 0.90781512605042 0.897966386554622 0.900151260504202 0.899075630252101 0.908100840336134 0.914756302521008 0.915260504201681 0.914924369747899
40 0.870407894736842 0.876263157894737 0.880203947368421 0.888690789473684 0.883868421052632 0.899032894736842 0.894519736842105 0.894 0.909421052631579 0.9055 0.918986842105263 0.918888157894737 0.913013157894737 0.925388157894737 0.923013157894737 0.918578947368421 0.925421052631579 0.928980263157895 0.931677631578947 0.928059210526316 0.951631578947368 0.964776315789474 0.956835526315789 0.974493421052632 0.969026315789474 0.983315789473684 0.978118421052632 0.983546052631579 0.985026315789474 0.984223684210526 0.987434210526316 0.989171052631579 0.989230263157895 0.989703947368421 0.991269736842105 0.991440789473684 0.991217105263158 0.99203947368421
41 0.660194174757281 0.672437971952535 0.680711974110032 0.692626752966559 0.698004314994606 0.696062567421791 0.712491909385113 0.715738942826322 0.729649406688242 0.722022653721683 0.713813376483279 0.72735167206041 0.733764832793959 0.747556634304207 0.736952535059331 0.746229773462783 0.743673139158576 0.753559870550162 0.75705501618123 0.755749730312837 0.777033441208199 0.79415857605178 0.786677454153182 0.795151024811219 0.801067961165049 0.801299892125135 0.820318230852211 0.82366235167206 0.806995685005394 0.837669902912621 0.824924487594391 0.838878101402373 0.838586839266451 0.828505933117583 0.850070118662352 0.842874865156419 0.846148867313916 0.850879180151025
42 0.93968314507848 0.938607403060975 0.93856046159112 0.939666519974574 0.93697031929979 0.937064202239499 0.936935113197399 0.935682362720649 0.938505696542956 0.938075399735955 0.939735954232067 0.933384186592343 0.930944208107183 0.936690626375238 0.938878294459929 0.932661483546037 0.932034619334018 0.93669649405897 0.938808860202435 0.936801134418855 0.93766857366388 0.934627157596206 0.929569214219353 0.944431079164833 0.945132267370789 0.941644907339494 0.954383648721334 0.943041416067674 0.954297589359934 0.955124932766124 0.958046061317295 0.958971199452349 0.953997359542321 0.958743337734096 0.962604273629652 0.961977409417632 0.957490587257347 0.960931005818786
43 0.692264150943396 0.736768065716853 0.741740469772815 0.766240533949429 0.76108971890643 0.803071492748043 0.799956359902452 0.791843152355282 0.816023616993968 0.841375946605057 0.850105249647028 0.83808240277243 0.844150943396226 0.855498652291105 0.856529328712617 0.889519958926967 0.880238737004236 0.895765627005519 0.876443332049801 0.896268771659607 0.931709664998075 0.955221409318444 0.942876395841355 0.964573225516622 0.966850211782826 0.96773071492748 0.970062893081761 0.971015274034142 0.97110383776152 0.972846874598896 0.974475677063278 0.975007059427545 0.975779104094468 0.977896290591708 0.979166345783597 0.981541522269285 0.980318316005648 0.982783981517135
44 0.817468276075518 0.818966264314454 0.828387496131229 0.832188177034974 0.843119777158775 0.845013927576602 0.855549365521511 0.851946765707211 0.854695140823275 0.866530485917673 0.871816774992262 0.871532033426184 0.881881770349737 0.881733209532652 0.882414113277623 0.882005571030641 0.89554936552151 0.906505725781492 0.898471061590839 0.896242649334571 0.914924172082947 0.918712472918601 0.928727948003714 0.925137728257505 0.925868152274838 0.921039925719591 0.916843082636955 0.926648096564531 0.931253481894151 0.941566078613432 0.932021046115754 0.932429588362736 0.933011451562984 0.943918291550603 0.936131228721758 0.937988238935314 0.939102445063448 0.941256576911173
