"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15" "roc_16" "roc_17" "roc_18" "roc_19" "roc_20" "roc_21" "roc_22" "roc_23" "roc_24" "roc_25" "roc_26" "roc_27" "roc_28" "roc_29" "roc_30" "roc_40" "roc_50" "roc_60" "roc_70" "roc_80" "roc_90" "roc_100" "roc_110" "roc_120" "roc_130" "roc_140" "roc_150" "roc_160" "roc_170" "roc_180" "roc_190" "roc_200"
1 0.780888030888031 0.770752895752896 0.773889961389961 0.776544401544402 0.793918918918919 0.794642857142857 0.808638996138996 0.824324324324324 0.829150579150579 0.802606177606178 0.816361003861004 0.819015444015444 0.826737451737452 0.83542471042471 0.80284749034749 0.789333976833977 0.814913127413127 0.820945945945946 0.831563706563707 0.834218146718147 0.836148648648649 0.839527027027027 0.841940154440154 0.843146718146718 0.848455598455598 0.833252895752896 0.83542471042471 0.838079150579151 0.83976833976834 0.85472972972973 0.863899613899614 0.852316602316602 0.881756756756757 0.89792471042471 0.907818532818533 0.914333976833977 0.916505791505791 0.917471042471042 0.925675675675676 0.937741312741313 0.941119691119691 0.943774131274131 0.99469111969112 0.995415057915058 0.995656370656371 0.996138996138996 0.998069498069498
2 0.919569396386005 0.897808535178777 0.897116493656286 0.900269127258747 0.903267973856209 0.90557477893118 0.902883506343714 0.894732795078816 0.901883890811226 0.899346405228758 0.892502883506344 0.894194540561323 0.89357939254133 0.899346405228758 0.89119569396386 0.896424452133795 0.90319108035371 0.904344482891196 0.924336793540946 0.921722414455978 0.921953094963476 0.91603229527105 0.898116109188773 0.893425605536332 0.89442522106882 0.89042675893887 0.891580161476355 0.88719723183391 0.894579008073818 0.890119184928874 0.849365628604383 0.85836216839677 0.881430219146482 0.888658208381392 0.887658592848904 0.942022299115725 0.960707420222991 0.958861976163014 0.966782006920415 0.944252210688197 0.989926951172626 0.990465205690119 0.991695501730104 0.991772395232603 0.9920030757401 0.992387543252595 0.995540176855056
3 0.838832006067501 0.809252938945772 0.744216913158893 0.780811528251801 0.75028441410694 0.69871065604854 0.709139173302996 0.713689799014031 0.700227531285552 0.704588547591961 0.719188471748199 0.694160030337505 0.702313234736443 0.704019719378081 0.708191126279863 0.717671596511187 0.720515737580584 0.729237770193402 0.731133864239666 0.745354569586651 0.749146757679181 0.750663632916193 0.753697383390216 0.751042851725446 0.75673113386424 0.761281759575275 0.765453166477057 0.770572620401972 0.773227152066743 0.774175199089875 0.769434963974213 0.845089116420174 0.877133105802048 0.907849829351536 0.925293894577171 0.950132726583239 0.953735305271141 0.95544178991278 0.9677664012135 0.989761092150171 0.99032992036405 0.99032992036405 0.992984452028821 0.993363670838074 0.993363670838074 0.9935532802427 0.995259764884338
4 0.737012987012987 0.74025974025974 0.726461038961039 0.727272727272727 0.745941558441558 0.719967532467532 0.726461038961039 0.737012987012987 0.745941558441558 0.75974025974026 0.74512987012987 0.736201298701299 0.741071428571429 0.748376623376623 0.754058441558441 0.762175324675325 0.76461038961039 0.773538961038961 0.777597402597403 0.799512987012987 0.801136363636364 0.809253246753247 0.810876623376623 0.815746753246753 0.816558441558442 0.8125 0.815746753246753 0.816558441558441 0.819805194805195 0.820616883116883 0.831168831168831 0.878246753246753 0.897727272727273 0.911525974025974 0.921266233766234 0.929383116883117 0.935876623376623 0.940746753246753 0.952922077922078 0.956168831168831 0.963474025974026 0.966720779220779 0.970779220779221 0.974837662337662 0.977272727272727 0.978084415584416 0.980519480519481
5 0.776902887139108 0.792125984251969 0.817322834645669 0.81259842519685 0.840944881889764 0.834645669291339 0.846719160104987 0.82257217847769 0.829396325459318 0.814698162729659 0.797375328083989 0.791601049868766 0.77742782152231 0.781627296587927 0.795275590551181 0.774803149606299 0.779002624671916 0.782152230971129 0.794750656167979 0.801574803149606 0.758005249343832 0.696062992125984 0.703937007874016 0.698687664041995 0.700787401574803 0.701312335958005 0.698687664041995 0.699212598425197 0.730708661417323 0.735958005249344 0.733333333333333 0.765354330708661 0.785301837270341 0.786876640419948 0.809448818897638 0.815748031496063 0.821522309711286 0.827821522309711 0.81994750656168 0.832020997375328 0.839370078740157 0.844619422572178 0.851443569553806 0.867716535433071 0.871391076115486 0.874015748031496 1
6 0.787126436781609 0.789195402298851 0.798620689655172 0.801609195402299 0.822528735632184 0.831724137931035 0.834712643678161 0.820919540229885 0.858390804597701 0.860689655172414 0.84735632183908 0.844597701149425 0.845057471264368 0.850574712643678 0.864367816091954 0.870574712643678 0.870804597701149 0.872183908045977 0.874252873563218 0.879080459770115 0.879310344827586 0.884367816091954 0.877931034482759 0.880459770114942 0.88551724137931 0.887126436781609 0.88367816091954 0.891034482758621 0.892873563218391 0.882298850574713 0.886896551724138 0.897931034482759 0.910804597701149 0.875862068965517 0.877011494252874 0.929425287356322 0.931954022988506 0.935172413793103 0.94 0.944597701149425 0.949425287356322 0.951954022988506 0.954252873563218 0.957701149425287 0.959310344827586 0.966896551724138 0.968965517241379
7 0.857060185185185 0.862847222222222 0.872685185185185 0.876157407407407 0.892361111111111 0.903935185185185 0.908564814814815 0.911458333333333 0.912615740740741 0.896412037037037 0.906828703703704 0.91087962962963 0.913773148148148 0.917824074074074 0.923611111111111 0.925925925925926 0.932291666666667 0.933449074074074 0.933449074074074 0.935763888888889 0.942708333333333 0.944444444444444 0.946180555555556 0.947337962962963 0.94849537037037 0.950810185185185 0.950231481481482 0.950231481481482 0.950810185185185 0.952546296296296 0.96412037037037 0.974537037037037 0.980902777777778 0.984953703703704 0.984953703703704 0.986689814814815 0.98900462962963 0.990162037037037 0.990740740740741 0.991898148148148 0.994212962962963 0.994791666666667 0.996527777777778 0.996527777777778 0.997685185185185 0.997685185185185 0.998263888888889
8 0.842031425364759 0.868125701459035 0.866161616161616 0.859147025813693 0.808361391694725 0.835578002244669 0.837822671156005 0.844837261503928 0.836980920314254 0.846801346801347 0.861952861952862 0.876262626262626 0.882435465768799 0.886363636363636 0.858305274971942 0.833894500561167 0.835858585858586 0.838383838383838 0.842031425364759 0.843995510662177 0.845117845117845 0.847362514029181 0.839225589225589 0.842031425364759 0.848204264870932 0.851290684624018 0.856902356902357 0.863355780022447 0.857463524130191 0.857744107744108 0.867003367003367 0.858866442199775 0.870931537598204 0.879349046015713 0.948933782267116 0.953423120089787 0.946969696969697 0.930976430976431 0.931818181818182 0.933221099887767 0.935465768799102 0.941638608305275 0.947530864197531 0.944725028058361 0.948372615039282 0.946969696969697 0.952020202020202
9 0.639631610219845 0.641339869281046 0.660130718954248 0.660947712418301 0.664141414141414 0.665478312537136 0.682486631016043 0.743909685086156 0.74948009506833 0.747103386809269 0.751188354129531 0.752748068924539 0.767305407011289 0.773841354723708 0.777703505644682 0.779188948306595 0.783125371360665 0.790106951871658 0.792186571598336 0.789289958407605 0.795083184789067 0.796345811051693 0.797237076648841 0.799019607843137 0.805258467023173 0.81112596553773 0.811200237670826 0.814319667260844 0.81558229352347 0.811571598336304 0.865418894830659 0.85598633392751 0.896687462863933 0.903669043374926 0.951426024955437 0.956476530005942 0.956179441473559 0.95855614973262 0.960190136660725 0.96249257278669 0.964200831847891 0.966354723707665 0.967765894236482 0.969994058229352 0.969771241830065 0.972073677956031 0.972667855020796
10 0.798635207032154 0.800100239031537 0.805484874187164 0.801976508083378 0.806808543449765 0.809892821343203 0.809892821343203 0.810702444290231 0.811653429974041 0.813593954815329 0.796771789138201 0.788290024931246 0.786837844089752 0.819916724496877 0.823977690389904 0.819261315444522 0.81967255249698 0.821471714601486 0.821047626391138 0.822769681548308 0.822743979232529 0.823823476495232 0.809931374816871 0.827370396072686 0.829066748914077 0.830171948492559 0.829118153545634 0.829812116071658 0.828167167861824 0.833526100701673 0.843742771223687 0.843575706171126 0.835980671858534 0.848677615853188 0.871565528054078 0.869020998791991 0.867774436476727 0.873480350579587 0.867954352687177 0.867568817950497 0.873506052895366 0.877592721104172 0.880265761945151 0.883876937312052 0.88715398257383 0.895006040044208 0.897100778780168
