"ids" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15" "nef_16" "nef_17" "nef_18" "nef_19" "nef_20" "nef_30" "nef_40" "nef_50" "nef_60" "nef_70" "nef_80" "nef_90" "nef_100" "nef_110" "nef_120" "nef_130" "nef_140" "nef_150" "nef_160" "nef_170" "nef_180" "nef_190" "nef_200"
1 0.618976941425921 0.647553670818977 0.653904055128545 0.657079247283329 0.676130400212033 0.679305592366817 0.672955208057249 0.682480784521601 0.695181553140737 0.695181553140737 0.692006360985953 0.688831168831169 0.692006360985953 0.717407898224225 0.698356745295521 0.707882321759873 0.720583090379009 0.720583090379009 0.723758282533793 0.711057513914657 0.717407898224225 0.723758282533793 0.752335011926849 0.780911741319905 0.777736549165121 0.790437317784257 0.768210972700769 0.790437317784257 0.777736549165121 0.787262125629473 0.815838855022529 0.768210972700769 0.812663662867745 0.799962894248609 0.799962894248609 0.803138086403393 0.812663662867745 0.812663662867745
2 0.86278409090909 0.86278409090909 0.858863636363636 0.864090909090909 0.861477272727272 0.854943181818182 0.858863636363636 0.854943181818182 0.858863636363636 0.866704545454545 0.854943181818182 0.836647727272727 0.845795454545454 0.854943181818182 0.851022727272727 0.85625 0.840568181818181 0.854943181818182 0.847102272727273 0.854943181818182 0.828806818181818 0.807897727272727 0.831420454545455 0.840568181818182 0.853636363636364 0.85625 0.864090909090909 0.861477272727273 0.852329545454545 0.862784090909091 0.853636363636363 0.874545454545455 0.879772727272727 0.861477272727273 0.874545454545455 0.896761363636363 0.875852272727273 0.933352272727273
3 0.515597092419522 0.520539979231568 0.513125649013499 0.523011422637591 0.530425752855659 0.542782969885773 0.535368639667705 0.550197300103842 0.542782969885773 0.589740394600208 0.587268951194185 0.60951194184839 0.550197300103842 0.565025960539979 0.602097611630322 0.567497403946002 0.589740394600208 0.562554517133956 0.646583592938733 0.584797507788162 0.59221183800623 0.641640706126687 0.735555555555556 0.74791277258567 0.693541017653167 0.794870197300104 0.745441329179647 0.839356178608515 0.829470404984424 0.834413291796469 0.817113187954309 0.81711318795431 0.829470404984424 0.861599169262721 0.829470404984424 0.893727933541018 0.888785046728972 0.841827622014538
4 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.722122302158274 0.755467625899281 0.722122302158274 0.722122302158274 0.722122302158274 0.733237410071943 0.733237410071943 0.733237410071943 0.744352517985612 0.744352517985612 0.744352517985612 0.733237410071943 0.755467625899281 0.76658273381295 0.744352517985612 0.799928057553957 0.76658273381295 0.744352517985612 0.799928057553957 0.811043165467626 0.788812949640288 0.822158273381295 0.777697841726619 0.833273381294964 0.788812949640288
5 0.748060394889663 0.703600464576074 0.68137049941928 0.68137049941928 0.673960511033682 0.688780487804878 0.651730545876887 0.673960511033682 0.659140534262485 0.651730545876887 0.666550522648083 0.651730545876887 0.666550522648084 0.636910569105691 0.636910569105691 0.644320557491289 0.673960511033682 0.622090592334495 0.629500580720093 0.622090592334495 0.636910569105691 0.585040650406504 0.614680603948897 0.636910569105691 0.629500580720093 0.673960511033682 0.688780487804878 0.673960511033682 0.696190476190476 0.703600464576074 0.725830429732869 0.755470383275262 0.725830429732869 0.792520325203252 0.814750290360047 0.79993031358885 0.79993031358885 0.777700348432056
6 0.624912718204489 0.62713216957606 0.651546134663342 0.658204488778055 0.662643391521197 0.649326683291771 0.658204488778055 0.658204488778055 0.660423940149626 0.667082294264339 0.684837905236908 0.727007481296758 0.691496259351621 0.693715710723192 0.691496259351621 0.680399002493766 0.731446384039901 0.722568578553616 0.729226932668329 0.704812967581048 0.744763092269327 0.760299251870324 0.760299251870324 0.791371571072319 0.775835411471322 0.775835411471322 0.791371571072319 0.795810473815462 0.826882793017456 0.81356608478803 0.822443890274314 0.806907730673317 0.837980049875312 0.871271820448878 0.882369077306733 0.880149625935162 0.889027431421447 0.869052369077307
7 0.814779270633398 0.814779270633398 0.814779270633398 0.814779270633398 0.814779270633398 0.822188099808062 0.814779270633398 0.822188099808062 0.829596928982726 0.814779270633398 0.844414587332054 0.814779270633398 0.822188099808062 0.814779270633398 0.822188099808062 0.83700575815739 0.83700575815739 0.829596928982726 0.844414587332054 0.851823416506718 0.881458733205374 0.925911708253359 0.933320537428023 0.985182341650672 0.955547024952015 0.977773512476008 0.992591170825336 0.985182341650672 0.992591170825336 0.977773512476008 0.992591170825336 0.985182341650672 1 0.985182341650672 0.992591170825336 0.992591170825336 0.977773512476008 1
8 0.62962962962963 0.625925925925926 0.614814814814815 0.614814814814815 0.622222222222222 0.611111111111111 0.62962962962963 0.614814814814815 0.618518518518519 0.603703703703704 0.6 0.622222222222222 0.633333333333333 0.596296296296296 0.666666666666667 0.607407407407407 0.6 0.629629629629629 0.662962962962963 0.648148148148148 0.662962962962963 0.733333333333333 0.696296296296296 0.696296296296296 0.774074074074074 0.792592592592593 0.837037037037037 0.796296296296297 0.82962962962963 0.844444444444445 0.814814814814815 0.818518518518519 0.851851851851852 0.885185185185185 0.825925925925926 0.848148148148148 0.903703703703704 0.896296296296296
9 0.540740740740741 0.561728395061728 0.55679012345679 0.59320987654321 0.608641975308642 0.642592592592592 0.658024691358025 0.624074074074074 0.624074074074074 0.635802469135803 0.733950617283951 0.732098765432099 0.666666666666667 0.726543209876543 0.785802469135802 0.724074074074074 0.811728395061728 0.828395061728395 0.852469135802469 0.853703703703704 0.95679012345679 0.985802469135802 0.982716049382716 0.985185185185185 0.987037037037037 0.987037037037036 0.986419753086419 0.989506172839506 0.989506172839506 0.987654320987654 0.989506172839506 0.991975308641975 0.99074074074074 0.990123456790123 0.991358024691358 0.988888888888889 0.99320987654321 0.990123456790123
10 0.636623872310895 0.63560027758501 0.636112074947953 0.632017696044414 0.635344378903539 0.64404493407356 0.628946911866759 0.63969465648855 0.635856176266482 0.635344378903539 0.643789035392089 0.63764746703678 0.635856176266482 0.635088480222068 0.641741845940319 0.643533136710618 0.657607564191534 0.638671061762665 0.639438757807078 0.641230048577377 0.642509541984733 0.661446044413602 0.647883414295628 0.665284524635669 0.694456974323387 0.689083102012491 0.696248265093685 0.694968771686329 0.700086745315753 0.716976058292852 0.727979701596114 0.728491498959056 0.734888965995836 0.723885322692575 0.751522380291464 0.759455239417071 0.769179389312977 0.781206627342124
