"ids" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15" "nef_16" "nef_17" "nef_18" "nef_19" "nef_20"
0.603100980652001 0.603100980652001 0.603100980652001 0.603100980652001 0.682480784521601 0.682480784521601 0.682480784521601 0.682480784521601 0.682480784521601 0.682480784521601 0.682480784521601 0.682480784521601 0.682480784521601 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201
0.836647727272727 0.771306818181818 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.836647727272727 0.803977272727273
0.505711318795431 0.505711318795431 0.567497403946002 0.567497403946002 0.567497403946002 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431
0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273
0.444250871080139 0.444250871080139 0.444250871080139 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093
0.778054862842893 0.722568578553616 0.722568578553616 0.722568578553616 0.778054862842893 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.722568578553616 0.722568578553616 0.722568578553616 0.722568578553616 0.722568578553616 0.722568578553616 0.778054862842893 0.778054862842893 0.778054862842893 0.778054862842893 0.778054862842893
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222 0.722222222222222
0.567901234567901 0.583333333333333 0.552469135802469 0.552469135802469 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568
0.609754510756419 0.616151977793199 0.590562109646079 0.584164642609299 0.577767175572519 0.577767175572519 0.584164642609299 0.635344378903539 0.628946911866759 0.628946911866759 0.616151977793199 0.622549444829979 0.622549444829979 0.596959576682859 0.609754510756419 0.660934247050659 0.673729181124219 0.654536780013879 0.648139312977099 0.654536780013879 0.660934247050659
