"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15" "roc_16" "roc_17" "roc_18" "roc_19"
37 0.943137254901961 0.94093137254902 0.914705882352941 0.937745098039216 0.931862745098039 0.966666666666667 0.966666666666667 0.966666666666667 0.966666666666667 0.943382352941176 0.943137254901961 0.945588235294118 0.940686274509804 0.93921568627451 0.929901960784314 0.928676470588235 0.928921568627451 0.93406862745098 0.940196078431373
38 0.548628428927681 0.506234413965087 0.507481296758105 0.521197007481297 0.528678304239402 0.537406483790524 0.537406483790524 0.543640897755611 0.527431421446384 0.519950124688279 0.531172069825436 0.539900249376559 0.543640897755611 0.543640897755611 0.541147132169576 0.542394014962594 0.542394014962594 0.543640897755611 0.546134663341646
39 0.760504201680672 0.781932773109244 0.816386554621849 0.865126050420168 0.871428571428571 0.85 0.850420168067227 0.858403361344538 0.859243697478992 0.855042016806723 0.867226890756303 0.867647058823529 0.844957983193277 0.848319327731092 0.802941176470588 0.809243697478992 0.815546218487395 0.817647058823529 0.818067226890756
40 0.866447368421053 0.885855263157895 0.922861842105263 0.937335526315789 0.940625 0.952796052631579 0.958388157894737 0.963322368421053 0.965625 0.969736842105263 0.972697368421053 0.974671052631579 0.978782894736842 0.978453947368421 0.977138157894737 0.976809210526316 0.976315789473684 0.977302631578947 0.978125
41 0.659789644012945 0.706040992448759 0.714805825242718 0.759304207119741 0.766181229773463 0.701591154261057 0.71507551240561 0.741909385113269 0.747977346278317 0.770091693635383 0.77049622437972 0.763349514563107 0.768743257820928 0.763754045307443 0.746763754045307 0.750269687162891 0.756472491909385 0.755258899676375 0.755933117583603
42 0.948242139748668 0.946188450442521 0.950735905334702 0.952545107818689 0.952520659136473 0.956187961468877 0.956212410151093 0.956725832477629 0.955870128600068 0.955405603637964 0.95518556549802 0.954941078675859 0.95555229573126 0.954305412938243 0.947386435871107 0.947410884553323 0.949806855410493 0.952178377585448 0.949733509363845
43 0.751668591965088 0.779200359389039 0.94740726479271 0.824797843665768 0.807887305865743 0.953311513284559 0.954851752021563 0.95507637017071 0.95369657296881 0.95404954434604 0.955525606469003 0.956103195995379 0.95684122705686 0.957130021820049 0.957418816583237 0.957739699653446 0.957835964574509 0.958477730714927 0.959729174688743
44 0.923243577839678 0.935623645930053 0.939028164654906 0.891364902506964 0.90312596719282 0.91767254719901 0.924172082946456 0.92726709996905 0.930052615289384 0.935623645930053 0.93190962550294 0.933457134014237 0.947384710615908 0.940266171463943 0.935933147632312 0.933147632311978 0.933766635716496 0.938099659548127 0.940575673166202
45 0.530060672917816 0.537437948152234 0.52027027027027 0.509790402647545 0.515030336458908 0.521649200220629 0.517995035852179 0.514202978488693 0.511583011583012 0.506205184776613 0.498965802537231 0.506825703254275 0.510755653612797 0.515926640926641 0.51896028681743 0.527027027027027 0.529095421952565 0.533301158301158 0.537506894649752
46 0.923769645520248 0.923884363886658 0.912527245612022 0.925791556728232 0.924371916943903 0.924386256739704 0.924328897556499 0.925848915911437 0.925863255707239 0.92752667202019 0.927555351611793 0.92840139956407 0.930165194447631 0.929376505678559 0.930064815877022 0.930523689342664 0.930624067913273 0.930982562808306 0.931398416886544
47 0.979020979020979 0.995337995337995 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.990675990675991 0.988344988344988 1 1
48 0.655790363482671 0.665257819103973 0.692138630600169 0.717666948436179 0.707692307692308 0.69737954353339 0.700422654268808 0.690786136939983 0.771766694843618 0.77447168216399 0.781910397295013 0.790194420963652 0.79425190194421 0.795435333896872 0.80625528317836 0.802874049027895 0.804395604395604 0.805409974640744 0.803888419273035
49 0.933969769291965 0.927605409705648 0.927605409705648 0.927605409705648 0.939538583929992 0.951471758154336 0.954653937947494 0.953062848050915 0.958631662688942 0.953858392999204 0.951471758154336 0.954653937947494 0.953062848050915 0.955449482895784 0.959427207637232 0.918854415274463 0.918854415274463 0.915672235481305 0.902943516308671
50 0.579113924050633 0.59774964838256 0.579465541490858 0.586849507735584 0.582981715893108 0.603727144866385 0.614275668073136 0.619198312236287 0.625175808720112 0.635021097046414 0.639592123769339 0.64521800281294 0.64592123769339 0.649085794655415 0.65225035161744 0.656118143459916 0.658931082981716 0.662095639943741 0.659282700421941
51 0.902566333188343 0.899546386627726 0.897682222084136 0.91130305101597 0.901335984589573 0.899695519791214 0.901994656061642 0.902392344497608 0.899285403591624 0.898278754738085 0.903336854533027 0.904915180513267 0.904380786677437 0.903585409805506 0.90470390853166 0.90382153731436 0.904082520350463 0.904206797986702 0.905760268439694
52 0.77722498618021 0.826172169455752 0.817327503894668 0.737574752500126 0.682747876777728 0.814915322378009 0.807829539172823 0.803457460173878 0.814664053470024 0.786019397959696 0.808231569425599 0.828383335846022 0.829036635006784 0.826322930800543 0.829488919041158 0.826322930800543 0.832102115684205 0.830745263581084 0.834263028292879
53 0.828842975206612 0.795454545454545 0.802396694214876 0.840495867768595 0.848264462809917 0.835785123966942 0.838347107438017 0.840743801652893 0.846280991735537 0.826611570247934 0.827603305785124 0.846859504132231 0.836198347107438 0.843719008264463 0.845702479338843 0.845537190082645 0.848099173553719 0.849586776859504 0.852727272727273
54 0.97874852420307 0.980122708885749 0.980596899374843 0.980064644744227 0.980267869239553 0.980267869239553 0.980480771091799 0.978264656357056 0.978187237501694 0.97806143186173 0.977896916794085 0.977906594151005 0.97806143186173 0.978080786575571 0.978138850717092 0.978196914858614 0.978351752569338 0.978603363849265 0.978632395920026
55 0.604959630911188 0.554209919261822 0.516147635524798 0.611880046136101 0.567474048442907 0.568627450980392 0.551326412918108 0.516724336793541 0.490196078431373 0.472318339100346 0.486735870818916 0.492502883506344 0.504613610149942 0.524221453287197 0.460207612456747 0.570934256055363 0.595732410611303 0.587081891580161 0.577277970011534
56 0.900259909031839 0.883690708252112 0.887914230019493 0.867446393762183 0.87264457439896 0.747563352826511 0.751137102014295 0.679012345679012 0.744964262508122 0.726445743989604 0.718973359324236 0.702729044834308 0.702729044834308 0.700454840805718 0.700454840805718 0.697855750487329 0.694931773879142 0.696881091617934 0.696231319038337
57 0.940738169617031 0.961356010644452 0.961309730417679 0.961448571097998 0.961448571097998 0.962651856994099 0.963299780168923 0.963322920282309 0.963369200509082 0.962698137220872 0.962674997107486 0.964109684137452 0.965428670600486 0.965798912414671 0.966307994909175 0.966979058197385 0.967511280805276 0.96802036329978 0.968112923753326
58 0.655790363482671 0.665257819103973 0.692138630600169 0.717666948436179 0.707692307692308 0.69737954353339 0.700422654268808 0.690786136939983 0.771766694843618 0.77447168216399 0.781910397295013 0.790194420963652 0.79425190194421 0.795435333896872 0.80625528317836 0.802874049027895 0.804395604395604 0.805409974640744 0.803888419273035
59 0.843800978792822 0.851345840130506 0.84747145187602 0.82137030995106 0.841353996737357 0.817495921696574 0.809339314845025 0.822593800978793 0.828507340946166 0.83605220228385 0.8442088091354 0.850122349102773 0.841557911908646 0.84094616639478 0.83115823817292 0.83768352365416 0.836867862969005 0.723083197389886 0.723287112561175
60 0.946238517786047 0.955450310963075 0.961643550443675 0.953732857997866 0.961227198209685 0.958651018761873 0.971141585781571 0.977855265554659 0.976241900647948 0.976267922662572 0.976111790574826 0.975253064092222 0.968747560436129 0.962762497072523 0.965026412344844 0.968435296260636 0.97905227822738 0.979806916651487 0.979780894636863
