"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15" "roc_16" "roc_17" "roc_18" "roc_19" "roc_20"
21 0.669781931464174 0.711059190031153 0.727414330218069 0.732866043613707 0.742990654205608 0.781931464174455 0.809968847352025 0.807632398753894 0.823208722741433 0.84190031152648 0.869158878504673 0.88785046728972 0.888629283489097 0.889408099688474 0.89797507788162 0.895638629283489 0.897196261682243 0.897196261682243 0.899532710280374 0.899532710280374
22 0.825745454545455 0.821018181818182 0.822036363636364 0.823854545454545 0.822181818181818 0.817818181818182 0.817781818181818 0.820909090909091 0.823345454545454 0.804836363636364 0.799563636363636 0.7976 0.7992 0.799090909090909 0.799490909090909 0.799745454545455 0.815672727272727 0.8156 0.815890909090909 0.816145454545455
23 0.822945205479452 0.832876712328767 0.85 0.860958904109589 0.868835616438356 0.878767123287671 0.873972602739726 0.876712328767123 0.88458904109589 0.979794520547945 0.98527397260274 0.98527397260274 0.985616438356164 0.984931506849315 0.984931506849315 0.985616438356164 0.985616438356164 0.985616438356164 0.985616438356164 0.985616438356164
24 0.877206531332745 0.894215210355987 0.944009267431598 0.930475875257429 0.932038834951456 0.932406590173581 0.926393792291851 0.935422182994999 0.936543836422477 0.935918652544866 0.935992203589291 0.936139305678141 0.936838040600177 0.936838040600177 0.936838040600177 0.937555163283319 0.937610326566637 0.937665489849956 0.937702265372168 0.937757428655487
25 0.971994715984148 0.987054161162483 0.986261558784676 0.986261558784676 0.982298546895641 0.981505944517834 0.981241743725231 0.982034346103038 0.978071334214003 0.986789960369881 0.985204755614267 0.990752972258917 0.990752972258917 0.991281373844122 0.991281373844122 0.98441215323646 0.984676354029062 0.977542932628798 0.977542932628798 0.978335535006605
26 0.952018413597734 0.943873937677054 0.879284702549575 0.881975920679887 0.849539660056657 0.848831444759207 0.848123229461756 0.80393059490085 0.783533994334278 0.757188385269122 0.757967422096317 0.759525495750708 0.760092067988669 0.760516997167139 0.761296033994334 0.761083569405099 0.761366855524079 0.761366855524079 0.762145892351275 0.762287535410765
27 0.882403140467657 0.904932582351937 0.906468680662229 0.929339477726574 0.942140296979007 0.946748591909882 0.948114012630142 0.953746373101212 0.954087728281277 0.959378733572282 0.961085509472606 0.955111793821471 0.954770438641406 0.923024406895375 0.924389827615634 0.89179040791944 0.895374637310121 0.895374637310121 0.904079194401775 0.865164703874381
28 0.874577153265678 0.903460837887067 0.906583398386677 0.907884465261514 0.896174863387978 0.894873796513141 0.92792089513401 0.925318761384335 0.922196200884725 0.913609159510799 0.907884465261514 0.907364038511579 0.911007025761124 0.916471506635441 0.916731720010408 0.916731720010408 0.918032786885246 0.918032786885246 0.918032786885246 0.918813427010148
29 0.84855711900787 0.864297638922013 0.869782971619366 0.878130217028381 0.822084426424994 0.798712139279752 0.813021702838063 0.833293584545671 0.839732888146911 0.853088480801336 0.851419031719533 0.979728118292392 0.97948962556642 0.97948962556642 0.978774147388505 0.978774147388505 0.978774147388505 0.979012640114477 0.979012640114477 0.979012640114477
30 0.92521877486078 0.900556881463803 0.902943516308671 0.906921241050119 0.906921241050119 0.884645982498011 0.887828162291169 0.893396976929197 0.901352426412092 0.903739061256961 0.902943516308671 0.902943516308671 0.90612569610183 0.859188544152745 0.862370723945903 0.866348448687351 0.862370723945903 0.863961813842482 0.869530628480509 0.86873508353222
31 0.810866013071895 0.78921568627451 0.814133986928105 0.830065359477124 0.806372549019608 0.816993464052288 0.787173202614379 0.794934640522876 0.805147058823529 0.785130718954248 0.796977124183007 0.804330065359477 0.810457516339869 0.747549019607843 0.741421568627451 0.730392156862745 0.726307189542484 0.732434640522876 0.735702614379085 0.73733660130719
32 0.901529947916667 0.885416666666667 0.805501302083333 0.85986328125 0.883626302083333 0.899739583333333 0.916015625 0.955078125 0.967936197916667 0.958821614583333 0.958658854166667 0.96337890625 0.918294270833333 0.927408854166667 0.9267578125 0.949381510416667 0.949544270833333 0.935221354166667 0.934895833333333 0.9345703125
33 0.622198198198198 0.628396396396396 0.633225225225225 0.620468468468468 0.685045045045045 0.678342342342342 0.667243243243243 0.646198198198198 0.638342342342342 0.665081081081081 0.655279279279279 0.656504504504504 0.663495495495495 0.664072072072072 0.664576576576577 0.666522522522523 0.674810810810811 0.678990990990991 0.676036036036036 0.677333333333333
34 0.734830575256107 0.728920409771474 0.763199369582348 0.779747832939322 0.762411347517731 0.774231678486998 0.790386130811663 0.799448384554768 0.779747832939322 0.787234042553192 0.801024428684003 0.808116627265563 0.812450748620961 0.761623325453113 0.767927501970055 0.747438928289992 0.752167060677699 0.757289204097715 0.762411347517731 0.766745468873128
35 0.77759009009009 0.762237237237237 0.775187687687688 0.743205705705706 0.758746246246246 0.762875375375375 0.764602102102102 0.772972972972973 0.768656156156156 0.757132132132132 0.768093093093093 0.767042042042042 0.766403903903904 0.786636636636637 0.786373873873874 0.780367867867868 0.781118618618619 0.781606606606607 0.781043543543544 0.777665165165165
36 0.815336463223787 0.751173708920188 0.732394366197183 0.70735524256651 0.669796557120501 0.632237871674491 0.605633802816901 0.599374021909233 0.596244131455399 0.582159624413146 0.727699530516432 0.705790297339593 0.685446009389671 0.663536776212833 0.685446009389671 0.671361502347418 0.677621283255086 0.66510172143975 0.649452269170579 0.646322378716745
37 0.938480392156863 0.937254901960784 0.933088235294118 0.926960784313726 0.929411764705882 0.933823529411765 0.921323529411765 0.911519607843137 0.901960784313726 0.901225490196078 0.900980392156863 0.892892156862745 0.89656862745098 0.896323529411765 0.90171568627451 0.907352941176471 0.907352941176471 0.907107843137255 0.909803921568627 0.911519607843137
38 0.593516209476309 0.614713216957606 0.629675810473815 0.648379052369077 0.533665835411471 0.534912718204489 0.537406483790524 0.548628428927681 0.548628428927681 0.547381546134663 0.551122194513716 0.536159600997506 0.542394014962594 0.546134663341646 0.553615960099751 0.561097256857855 0.562344139650873 0.567331670822943 0.571072319201995 0.554862842892768
39 0.860924369747899 0.857142857142857 0.851680672268908 0.847058823529412 0.86218487394958 0.867226890756303 0.876470588235294 0.856302521008403 0.864705882352941 0.867226890756303 0.879411764705882 0.890756302521008 0.890336134453781 0.892016806722689 0.893697478991597 0.900840336134454 0.903361344537815 0.905042016806723 0.902941176470588 0.905042016806723
40 0.913157894736842 0.933059210526316 0.942269736842105 0.955427631578947 0.957730263157895 0.954111842105263 0.960526315789474 0.962828947368421 0.964473684210526 0.96875 0.971875 0.973684210526316 0.973684210526316 0.973190789473684 0.985197368421053 0.984868421052632 0.985032894736842 0.985197368421053 0.985197368421053 0.985197368421053
41 0.655339805825243 0.71777238403452 0.73705501618123 0.751483279395901 0.763619201725998 0.770765911542611 0.775485436893204 0.784519956850054 0.793959007551241 0.754854368932039 0.771305285868393 0.770765911542611 0.782092772384035 0.777912621359223 0.769012944983819 0.763349514563107 0.764563106796116 0.764832793959007 0.75512405609493 0.758899676375405
42 0.948242139748668 0.948584421299692 0.951616057894479 0.951469365801183 0.95579678255342 0.955723436506772 0.95543005232018 0.953816439293922 0.957019216664222 0.957019216664222 0.956725832477629 0.955478949684612 0.955503398366828 0.955478949684612 0.955405603637964 0.955845679917852 0.955845679917852 0.955845679917852 0.955845679917852 0.955845679917852
43 0.751668591965088 0.779200359389039 0.946765498652291 0.94743935309973 0.947952766012065 0.948177384161212 0.948947503529714 0.952477217302015 0.956680785521756 0.95680913874984 0.957033756898986 0.957194198434091 0.957290463355153 0.957418816583237 0.958124759337697 0.95822102425876 0.958349377486844 0.958156847644718 0.958188935951739 0.95822102425876
44 0.901578458681523 0.896626431445373 0.904054472299598 0.920767564221603 0.923243577839678 0.929124110182606 0.928505106778087 0.931600123800681 0.940266171463943 0.945527700402352 0.948003714020427 0.950479727638502 0.945527700402352 0.951717734447539 0.956669761683689 0.960074280408542 0.961621788919839 0.972454348498917 0.972454348498917 0.973382853605695
45 0.530060672917816 0.521166574738003 0.532335907335907 0.534817981246553 0.533439051296194 0.531646442360728 0.516271373414231 0.488968560397132 0.506894649751793 0.501861555432984 0.530060672917816 0.542815774958632 0.541712630998345 0.540816326530612 0.535507446221732 0.539988968560397 0.541919470490899 0.545711527854385 0.549020959735245 0.551709873138445
46 0.922063209819892 0.92302397613858 0.923956062865665 0.923999082253069 0.92500286795916 0.924730411838935 0.924959848571756 0.924486635310313 0.92455833428932 0.924472295514512 0.924472295514512 0.926436847539291 0.925834576115636 0.925834576115636 0.925820236319835 0.926795342434324 0.926795342434324 0.926795342434324 0.926795342434324 0.926795342434324
47 0.993006993006993 0.995337995337995 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.990675990675991 0.990675990675991 0.990675990675991 0.990675990675991 0.990675990675991 0.988344988344988 0.988344988344988 0.988344988344988 0.988344988344988 0.988344988344988 0.988344988344988 0.988344988344988
48 0.673203719357566 0.686559594251902 0.712087912087912 0.69585798816568 0.713778529163145 0.703803888419273 0.701267962806424 0.700591715976331 0.660693153000845 0.665595942519019 0.668977176669484 0.665426880811496 0.671005917159763 0.678444632290786 0.684023668639053 0.686897717666948 0.690278951817413 0.693998309382925 0.696703296703297 0.700084530853762
49 0.933969769291965 0.927605409705648 0.928400954653938 0.938743038981703 0.941925218774861 0.939538583929992 0.945107398568019 0.955449482895784 0.960222752585521 0.959427207637232 0.959427207637232 0.950676213206046 0.956245027844073 0.958631662688942 0.953062848050915 0.965791567223548 0.967382657120127 0.970564836913286 0.971360381861575 0.972155926809865
50 0.579113924050633 0.561533052039381 0.573488045007032 0.587904360056259 0.610056258790436 0.616385372714487 0.622362869198312 0.631856540084388 0.636779184247539 0.639592123769339 0.636779184247539 0.639943741209564 0.644163150492264 0.64803094233474 0.647679324894515 0.651195499296765 0.654008438818565 0.656821378340366 0.658579465541491 0.659282700421941
51 0.898589448828683 0.906742061765985 0.899981358354564 0.900006213881812 0.897570372211521 0.897383955757161 0.906443795439011 0.90154725657118 0.908332815509849 0.908506804200584 0.906307090039147 0.906418939911763 0.906754489529609 0.906829056111353 0.907462872056173 0.907537438637917 0.907562294165165 0.905225874603865 0.90533772447648 0.905350152240104
52 0.77722498618021 0.788682848384341 0.763706718930599 0.753002663450425 0.743102668475803 0.746117895371627 0.782300618121514 0.807779285391226 0.822001105583195 0.81798080305543 0.801447308909995 0.801397055128398 0.812402633298156 0.813106186240515 0.810492989597467 0.811196542539826 0.81129705010302 0.8116488265742 0.810543243379064 0.813055932458917
53 0.802479338842975 0.817603305785124 0.811818181818182 0.826446280991736 0.83702479338843 0.789421487603306 0.784628099173554 0.785454545454545 0.787107438016529 0.787438016528926 0.825537190082645 0.82495867768595 0.827438016528926 0.834545454545455 0.837933884297521 0.851652892561984 0.85198347107438 0.848181818181818 0.848181818181818 0.848181818181818
54 0.969313101205799 0.980316256024155 0.980113031528829 0.980083999458068 0.980258191882633 0.977964658292527 0.977887239437165 0.977954980935607 0.979251746762924 0.978932393984555 0.978913039270714 0.978932393984555 0.978932393984555 0.978980780769156 0.978980780769156 0.978913039270714 0.978903361913794 0.978903361913794 0.978903361913794 0.978903361913794
55 0.555940023068051 0.583621683967705 0.470588235294118 0.509803921568627 0.518454440599769 0.531141868512111 0.519031141868512 0.47520184544406 0.476931949250288 0.48558246828143 0.495386389850058 0.481545559400231 0.490772779700115 0.493079584775086 0.51038062283737 0.519607843137255 0.536332179930796 0.537485582468281 0.536332179930796 0.51441753171857
56 0.884665367121507 0.883690708252112 0.89311241065627 0.807342430149448 0.800194931773879 0.763807667316439 0.719948018193632 0.731643924626381 0.681936322287199 0.682910981156595 0.668940870695257 0.666341780376868 0.667966211825861 0.695581546458739 0.696556205328135 0.682261208576998 0.682261208576998 0.691682910981157 0.693957115009747 0.696231319038337
57 0.940738169617031 0.950410737012611 0.961448571097998 0.961448571097998 0.961448571097998 0.959111419645956 0.963299780168923 0.963299780168923 0.964456785838251 0.965081568899688 0.965127849126461 0.964919588105982 0.965058428786301 0.965058428786301 0.965058428786301 0.963392340622469 0.963392340622469 0.963415480735856 0.963438620849242 0.963438620849242
58 0.673203719357566 0.686559594251902 0.712087912087912 0.69585798816568 0.713778529163145 0.703803888419273 0.701267962806424 0.700591715976331 0.660693153000845 0.665595942519019 0.668977176669484 0.665426880811496 0.671005917159763 0.678444632290786 0.684023668639053 0.686897717666948 0.690278951817413 0.693998309382925 0.696703296703297 0.700084530853762
59 0.844616639477977 0.852773246329527 0.858075040783034 0.838703099510604 0.813621533442088 0.823205546492659 0.817699836867863 0.823613376835236 0.820146818923328 0.828507340946166 0.839110929853181 0.82137030995106 0.825244698205546 0.826672104404568 0.837887438825449 0.840538336052202 0.843800978792822 0.846451876019576 0.849306688417618 0.752243066884176
60 0.961929792604543 0.971245673840069 0.967732701865778 0.973665721200135 0.979234432329751 0.97262484061516 0.972390642483541 0.973327435010018 0.971714070103307 0.971974290249551 0.967706679851154 0.967784745895027 0.967836789924276 0.969502198860236 0.969554242889484 0.977490957349918 0.977490957349918 0.977516979364542 0.977907309583908 0.97803741965703
