"ids" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15" "nef_16" "nef_17" "nef_18" "nef_19" "nef_20" "nef_21" "nef_22" "nef_23" "nef_24" "nef_25" "nef_26" "nef_27" "nef_28" "nef_29" "nef_30"
13 0.531404194078947 0.566114994517544 0.548759594298246 0.531404194078947 0.531404194078947 0.531404194078947 0.531404194078947 0.548759594298246 0.583470394736842 0.583470394736842 0.60082579495614 0.618181195175439 0.618181195175439 0.618181195175439 0.60082579495614 0.60082579495614 0.60082579495614 0.60082579495614 0.60082579495614 0.60082579495614 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737
14 0.583600770218229 0.583600770218229 0.583600770218229 0.583600770218229 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524 0.653000641848524
15 0.523900573613767 0.523900573613767 0.603250478011472 0.523900573613767 0.523900573613767 0.523900573613767 0.523900573613767 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472 0.603250478011472
16 0.607543480498096 0.607543480498096 0.607543480498096 0.634609447360296 0.634609447360296 0.621076463929196 0.648142430791397 0.648142430791397 0.648142430791397 0.648142430791397 0.634609447360296 0.648142430791397 0.675208397653597 0.702274364515797 0.715807347946897 0.715807347946897 0.729340331377997 0.742873314809097 0.742873314809097 0.742873314809097 0.756406298240198 0.756406298240198 0.756406298240198 0.756406298240198 0.769939281671298 0.769939281671298 0.769939281671298 0.769939281671298 0.769939281671298 0.769939281671298
17 0.596632996632997 0.546212121212121 0.647053872053872 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.647053872053872 0.647053872053872 0.697474747474747 0.647053872053872 0.647053872053872 0.596632996632997 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.647053872053872 0.697474747474747
18 0.700908215219485 0.572726021742122 0.61545341956791 0.658180817393698 0.658180817393698 0.658180817393698 0.658180817393698 0.658180817393698 0.700908215219485 0.700908215219485 0.700908215219485 0.700908215219485 0.700908215219485 0.871817806522637 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849 0.829090408696849
19 0.487569464755777 0.487569464755777 0.487569464755777 0.530272009359462 0.530272009359462 0.530272009359462 0.487569464755777 0.487569464755777 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.786487276981574 0.829189821585259 0.829189821585259 0.829189821585259 0.829189821585259 0.829189821585259 0.829189821585259 0.829189821585259 0.829189821585259 0.829189821585259
20 0.709314495028781 0.682888540031397 0.682888540031397 0.735740450026164 0.735740450026164 0.735740450026164 0.762166405023548 0.709314495028781 0.709314495028781 0.709314495028781 0.709314495028781 0.709314495028781 0.709314495028781 0.709314495028781 0.709314495028781 0.709314495028781 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397 0.682888540031397
21 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326
22 0.727545454545454 0.707363636363636 0.707363636363636 0.697272727272727 0.697272727272727 0.697272727272727 0.687181818181818 0.636727272727273 0.636727272727273 0.646818181818182 0.656909090909091 0.667 0.667 0.677090909090909 0.677090909090909 0.677090909090909 0.677090909090909 0.697272727272727 0.697272727272727 0.697272727272727 0.697272727272727 0.697272727272727 0.677090909090909 0.677090909090909 0.677090909090909 0.677090909090909 0.677090909090909 0.677090909090909 0.677090909090909 0.677090909090909
23 0.667231638418079 0.778154425612053 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026 0.889077212806026
24 0.722561257512714 0.771521035598705 0.779680998613038 0.771521035598705 0.804160887656033 0.804160887656033 0.804160887656033 0.812320850670365 0.812320850670365 0.828640776699029 0.828640776699029 0.836800739713361 0.836800739713361 0.844960702727693 0.836800739713361 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.844960702727693 0.787840961627369 0.787840961627369 0.787840961627369 0.787840961627369
25 0.888921282798834 0.888921282798834 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 0.861238532110092 0.83348623853211 0.83348623853211 0.83348623853211 0.777981651376147 0.777981651376147 0.805733944954128 0.805733944954128 0.83348623853211 0.83348623853211 0.83348623853211 0.83348623853211 0.83348623853211 0.83348623853211 0.861238532110092 0.861238532110092 0.861238532110092 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073 0.888990825688073
27 0.603383458646617 0.603383458646617 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.76203007518797 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293 0.682706766917293
28 0.753463387051173 0.753463387051173 0.753463387051173 0.753463387051173 0.753463387051173 0.81509754028838 0.81509754028838 0.81509754028838 0.81509754028838 0.81509754028838 0.81509754028838 0.81509754028838 0.81509754028838 0.81509754028838 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587 0.876731693525587
29 0.841444270015699 0.841444270015699 0.841444270015699 0.841444270015699 0.841444270015699 0.841444270015699 0.841444270015699 0.841444270015699 0.920722135007849 0.920722135007849 0.920722135007849 0.920722135007849 0.841444270015699 0.841444270015699 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548 0.762166405023548
30 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754
31 0.630081300813008 0.445121951219512 0.630081300813008 0.445121951219512 0.445121951219512 0.445121951219512 0.445121951219512 0.445121951219512 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008 0.630081300813008
32 0.768714689265537 0.768714689265537 0.629943502824859 0.722457627118644 0.722457627118644 0.768714689265537 0.768714689265537 0.768714689265537 0.722457627118644 0.722457627118644 0.722457627118644 0.722457627118644 0.722457627118644 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.768714689265537 0.722457627118644
33 0.622222222222222 0.644444444444444 0.644444444444444 0.622222222222222 0.644444444444444 0.644444444444444 0.644444444444444 0.644444444444444 0.644444444444444 0.622222222222222 0.622222222222222 0.622222222222222 0.622222222222222 0.622222222222222 0.622222222222222 0.622222222222222 0.622222222222222 0.644444444444444 0.644444444444444 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667
34 0.630490956072351 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.722868217054264 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176 0.815245478036176
35 0.703990326481258 0.703990326481258 0.703990326481258 0.722490931076179 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.703990326481258 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179 0.722490931076179
36 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444 0.444444444444444
37 0.888903924221922 0.888903924221922 0.888903924221922 1 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922 0.888903924221922
38 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609 0.722451790633609
39 0.584027777777778 0.584027777777778 0.584027777777778 0.584027777777778 0.584027777777778 0.584027777777778 0.584027777777778 0.722685185185185 0.584027777777778 0.584027777777778 0.584027777777778 0.722685185185185 0.722685185185185 0.722685185185185 0.722685185185185 0.722685185185185 0.722685185185185 0.722685185185185 0.722685185185185 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593 0.861342592592593
40 0.778096947935368 0.778096947935368 0.778096947935368 0.778096947935368 0.778096947935368 0.778096947935368 0.833572710951526 0.833572710951526 0.833572710951526 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684 0.889048473967684
41 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.722387173396675 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.652983966745843 0.722387173396675 0.722387173396675 0.722387173396675
42 0.793109170751634 0.803998161764706 0.727775224673203 0.727775224673203 0.727775224673203 0.793109170751634 0.793109170751634 0.803998161764706 0.814887152777778 0.803998161764706 0.803998161764706 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.803998161764706 0.77133118872549 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778 0.814887152777778
43 0.559824727772146 0.570305091396619 0.549344364147673 0.528383636898728 0.528383636898728 0.528383636898728 0.706549818514764 0.717030182139237 0.717030182139237 0.717030182139237 0.717030182139237 0.717030182139237 0.727510545763709 0.727510545763709 0.727510545763709 0.727510545763709 0.727510545763709 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073 0.779912363886073
44 0.814814814814815 0.62962962962963 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815
45 0.520636915985753 0.520636915985753 0.520636915985753 0.535617012361198 0.535617012361198 0.520636915985753 0.520636915985753 0.535617012361198 0.550597108736644 0.565577205112089 0.550597108736644 0.550597108736644 0.535617012361198 0.535617012361198 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644 0.550597108736644
46 0.795514511873351 0.782321899736148 0.782321899736148 0.782321899736148 0.808707124010554 0.802110817941952 0.795514511873351 0.795514511873351 0.795514511873351 0.802110817941952 0.802110817941952 0.802110817941952 0.802110817941952 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.802110817941952 0.802110817941952 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156 0.815303430079156
47 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
48 0.523933693425219 0.523933693425219 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.523933693425219 0.444589308996089 0.444589308996089 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349
49 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.629824561403509 0.629824561403509 0.629824561403509 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754 1 1 1 1 1 1 1 1 1
50 0.444875776397516 0.444875776397516 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137 0.583656832298137
51 0.799479225631156 0.849609419223367 0.849609419223367 0.816189290161893 0.83289935469263 0.824544322427261 0.83289935469263 0.857964451488735 0.857964451488735 0.857964451488735 0.841254386957998 0.849609419223367 0.857964451488735 0.857964451488735 0.857964451488735 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472 0.874674516019472
52 0.588716623600344 0.588716623600344 0.568152454780362 0.547588285960379 0.527024117140396 0.568152454780362 0.588716623600344 0.588716623600344 0.568152454780362 0.568152454780362 0.547588285960379 0.547588285960379 0.547588285960379 0.547588285960379 0.650409130060293 0.650409130060293 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276 0.670973298880276
53 0.798058252427184 0.772815533980582 0.772815533980582 0.747572815533981 0.747572815533981 0.747572815533981 0.772815533980582 0.772815533980582 0.772815533980582 0.747572815533981 0.747572815533981 0.747572815533981 0.747572815533981 0.545631067961165 0.596116504854369 0.570873786407767 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.621359223300971 0.596116504854369 0.596116504854369 0.596116504854369
54 0.895041983206717 0.940023990403839 0.955017992802879 0.970011995201919 0.977508996401439 0.977508996401439 0.977508996401439 0.99250299880048 0.99250299880048 1 1 1 1 1 0.977508996401439 0.977508996401439 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096 0.98500599760096
55 0.444550669216061 0.444550669216061 0.444550669216061 0.444550669216061 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202 0.81485022307202
56 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.72275641025641 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094 0.81517094017094
57 0.660139241390551 0.718164248958018 0.718164248958018 0.718164248958018 0.743032109344075 0.743032109344075 0.743032109344075 0.718164248958018 0.734742822548723 0.776189256525485 0.801057116911542 0.79276783011619 0.79276783011619 0.79276783011619 0.784478543320837 0.784478543320837 0.784478543320837 0.784478543320837 0.784478543320837 0.79276783011619 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894 0.809346403706894
58 0.523933693425219 0.523933693425219 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.444589308996089 0.523933693425219 0.444589308996089 0.444589308996089 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349
