Molecule Name,PUBCHEM_CID,SMILES,rdkit_smiles,alquist..24.hours.10.uM.screen..1A.and.2B..1A..OD.,alquist..24.hours.10.uM.screen..1A.and.2B..2B..OD.,alquist..24.hours.1.uM.screen..1A.and.2B..1A..OD.,alquist..24.hours.1.uM.screen..1A.and.2B..2B..OD.,alquist..KBA01..1A...negative.control....,alquist..KBA01..2B...negative.control....,hoskins..AFUMSF3B1..OD600...negative.control....,hull..10h.Germination.FDA.4.plates..NanoLuc...negative.control....,hull..10h.Germination.FDA.4.plates..OD600...negative.control....,hull..12h.Yeast.9.30.16..OD600...negative.control....,hull..22h.Germination.10.6.16..OD600...inhibition....,hull..22h.Germination.10.6.16..OD600...negative.control....,hull..22h.Germination.9.30.16..OD600...inhibition....,hull..22h.Germination.9.30.16..OD600...negative.control....,hull..OD600.measurement..OD600,hull..Selleck.FDA..Nano.Glo..LUC.,hull..Selleck.FDA.for.yeast.construct..Nano.Glo..LUC.,hull..Copy.of.Selleck.FDA.1.for.06.2015.NanoLuc.OD..Nano.Glo..LUC.,hull..Copy.of.Selleck.FDA.1.for.06.2015.NanoLuc.OD..OD600,keck..AlphaScreen.KpnDnaG..Intensity..Counts.,keck..AlphaScreen.KpnPriA..Intensity..Counts.,keck..FDA.primary.screen..OD600...negative.control....,keck..FP.KpnDnaG..FP..mP.,keck..FP.KpnPriA..FP..mP.,keck..KpnPriA.Alphascreen...AV..Intensity...negative.control....,senes..Alpha.screen.raw..Alpha..Rlu.,xing..MTDH.SND1.for.FDA..RATIO
SMSSF-0407990,85,C[N+](C)(C)CC(O)CC(O)=O,C[N+](C)(C)CC(O)CC(=O)O,0,1,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0407991,588,CN1CC(=O)N=C1N,CN1CC(=O)N=C1N,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408000,4201,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408068,5281708,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC=C2C1=O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408073,5852,CC(C)(S)[C@@H](N)C(O)=O,CC(C)(S)[C@@H](N)C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408074,2196,COC1=CC=C(C=C1)C(=O)N1CCCC1=O,COc1ccc(C(=O)N2CCCC2=O)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408086,134601,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408093,1123,NCCS(O)(=O)=O,NCCS(=O)(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408100,72099,C[C@H](C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408105,3034034,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)C2=C1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408114,904,CC(=O)NC1=CC=CC=C1,CC(=O)Nc1ccccc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408127,127151,CCOC1=CC=CC=C1O[C@@H]([C@H]1CNCCO1)C1=CC=CC=C1,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408158,16654697,[H][C@]1(COP(O)(=O)OP([O-])(=O)OP(O)([O-])=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408167,657297,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0,1,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408243,2244,CC(=O)OC1=CC=CC=C1C(O)=O,CC(=O)Oc1ccccc1C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408246,135398744,CCCC1=NN(C)C2=C(O)N=C(N=C12)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,CCCc1nn(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408279,443936,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408281,4649,NC1=CC=C(C(O)=O)C(O)=C1,Nc1ccc(C(=O)O)c(O)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408283,323,O=C1OC2=CC=CC=C2C=C1,O=c1ccc2ccccc2o1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,1,0,0,0,0,0,0,0
SMSSF-0408335,18343,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(=O)NC1=O,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408370,5790,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408373,5952,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408417,4101,C1N2CN3CN1CN(C2)C3,C1N2CN3CN1CN(C2)C3,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0408426,2581,CC(C(O)=O)C1=CC=C2C(NC3=CC=C(Cl)C=C23)=C1,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439133,10206,COC1=CC2=C3C=C1OC1=C4OCOC4=CC4=C1[C@H](CC1=CC=C(OC5=C(OC)C=CC(C[C@H]3N(C)CC2)=C5)C=C1)N(C)CC4,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439136,39562,OC(=O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C2=CC=CC=C12,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439160,439260,NC[C@H](O)C1=CC=C(O)C(O)=C1,NC[C@H](O)c1ccc(O)c(O)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439182,129228,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439187,1548955,CCN(CC)CCOC1=CC=C(C=C1)C(=C(/Cl)C1=CC=CC=C1)\C1=CC=CC=C1,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,0,0,0,0,,,0,0,,1,,1,,1,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439189,2681,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,1,0,0,,,1,1,,1,,1,,1,,,,,1,0,0,0,0,0,0,0,1
SMSSF-0439191,72139,OC1=CC=C2SC(=O)OC2=C1,O=c1oc2cc(O)ccc2s1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,1,0,0,0,0,0,0
SMSSF-0439215,6175,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0,0,0,0,,,0,0,,1,,1,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439243,54690031,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439262,2799,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439285,56208,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439309,60961,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439313,666418,CCCC1=CC(=CC=N1)C(N)=S,CCCc1cc(C(N)=S)ccn1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439316,22788331,C[C@H]1O[C@H]1P([O-])([O-])=O,C[C@H]1O[C@H]1P(=O)([O-])[O-],0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439318,5281855,OC1=CC2=C3C(OC(=O)C4=C3C(OC2=O)=C(O)C(O)=C4)=C1O,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439332,688570,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439342,2453,OC1=C(Br)C=C(Br)C2=CC=CN=C12,Oc1c(Br)cc(Br)c2cccnc12,1,1,1,1,,,1,0,,0,,1,,0,,,,,1,1,1,1,0,0,0,0,0
SMSSF-0439369,7098683,CC(=C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]33C(=O)O[C@H]2[C@]13C,C=C(C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439420,12035,CC(=O)N[C@@H](CS)C(O)=O,CC(=O)N[C@@H](CS)C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439428,71651,OC(=O)CCNC(=O)C1=CC=CC=C1,O=C(O)CCNC(=O)c1ccccc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439436,6058,NCCS,NCCS,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439477,451668,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439497,443953,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439499,8593,OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439501,4781,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439502,3295,CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439507,6256,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439532,51040,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0439534,5280440,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443841,11167602,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443856,10074640,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC(=CS3)C3=CC=CN=C3)=C(C)C=C2)CC1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443862,644241,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443871,16126651,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)C1CCCN(C1)C(=O)C=C,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,0,0,0,,,0,1,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443872,6918289,[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H](CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](OC(=O)C(C)(CO)CO)[C@@H](C1)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,1,1,1,,,1,1,,0,,1,,0,,,,,1,0,0,1,0,0,0,0,0
SMSSF-0443879,11626560,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,1,0,0
SMSSF-0443883,25102847,COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443884,24826799,CN1CCN(CC2=C(C=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2)C(F)(F)F)CC1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443885,10184653,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443890,6442177,CO[C@@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0,0,0,0,,,1,1,,0,,1,,0,,,,,0,0,0,1,0,0,0,0,0
SMSSF-0443892,5328940,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443968,25126798,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0443983,5284616,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,1,1,1,,,1,1,,0,,1,,1,,,,,1,0,0,1,0,0,0,0,0
SMSSF-0444010,11315474,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444021,10317566,COCCOC1=CC2=C(C=C1OCCO)C(NC1=CC=CC(=C1)C#C)=NC=N2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCO)cc23)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444045,44462760,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444057,9926791,C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444076,3354,CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444083,5526,NC[C@H]1CC[C@@H](CC1)C(O)=O,NC[C@H]1CC[C@H](C(=O)O)CC1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444089,5742832,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444090,5458190,[H][C@@]12CN3CCC4=C(NC5=C4C=CC=C5)[C@](C1)(C(=O)OC)[C@@]3([H])C(CC)=C2,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444092,2764,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444096,5906,C[C@H](N)[C@H](O)C1=CC=CC(O)=C1,C[C@H](N)[C@H](O)c1cccc(O)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444101,5803,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444103,54704426,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0444105,4485,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
