"Assay" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15"
74 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646 0.969318621757646
75 0.936650679456435 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123 0.94570058239123
76 NA 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127
77 NA NA 0.897137454355764 0.897137454355764 0.897137454355764 0.917709963484611 0.917709963484611 0.917709963484611 0.917709963484611 0.897137454355764 0.897137454355764 0.897137454355764 0.897137454355764 0.814847417840376 0.814847417840376
78 NA 0.77773851590106 0.77773851590106 0.77773851590106 0.77773851590106 0.88886925795053 1 1 1 1 1 1 1 1 1
79 NA 0.848344671201814 0.829387755102041 0.829387755102041 0.819909297052154 0.848344671201814 0.857823129251701 0.857823129251701 0.857823129251701 0.829387755102041 0.829387755102041 0.829387755102041 0.838866213151927 0.848344671201814 0.848344671201814
80 NA 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 1 1 1 1
81 NA 0.861037234042553 0.861037234042553 1 1 1 1 1 1 1 1 1 1 1 0.861037234042553
82 NA 0.563259878419453 0.563259878419453 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626 0.483852583586626
83 NA 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106
84 NA 0.79155585106383 0.722074468085106 0.79155585106383 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.79155585106383 0.79155585106383
85 NA 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.536790780141844 0.536790780141844
86 NA 0.722074468085106 0.722074468085106 1 1 1 1 1 1 1 1 1 1 1 1
87 NA 0.777659574468085 0.777659574468085 1 1 1 1 1 1 1 1 1 1 1 1
88 NA 0.561732815057283 0.572422258592471 0.561732815057283 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988 0.828968903436988
89 NA 0.595744680851064 0.605851063829787 0.595744680851064 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255 0.807978723404255
90 NA 0.814716312056738 0.814716312056738 0.953679078014184 0.953679078014184 0.953679078014184 0.953679078014184 0.953679078014184 0.953679078014184 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.953679078014184 0.907358156028369
91 NA 0.682370820668693 0.682370820668693 0.708839918946302 0.708839918946302 0.682370820668693 0.788247213779129 0.788247213779129 0.788247213779129 0.76177811550152 0.76177811550152 0.76177811550152 0.76177811550152 0.735309017223911 0.841185410334347
92 NA 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106
93 NA 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468 0.756815159574468
94 NA 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.888829787234043 0.888829787234043 0.888829787234043 0.888829787234043 0.888829787234043 0.666489361702128
95 NA 0.722074468085106 0.722074468085106 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475
96 NA 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016
97 NA NA 0.787422999886626 0.787422999886626 0.787422999886626 0.787422999886626 0.834662333245153 0.834662333245153 0.834662333245153 0.834662333245153 0.834662333245153 0.834662333245153 0.834662333245153 0.846472166584785 0.846472166584785
98 NA 0.629893238434164 0.629893238434164 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246
99 NA 0.798051948051948 0.798051948051948 0.747564935064935 0.747564935064935 0.747564935064935 0.747564935064935 0.747564935064935 0.747564935064935 0.747564935064935 0.747564935064935 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948
100 NA 0.629761904761905 0.629761904761905 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857
