"Assay" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15"
1 0.829933481152993 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.803769401330377 0.790687361419069
2 1 1 1 1 1 1 1 1 1 1 1 1 1
3 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922
4 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922 0.473445595854922
5 0.788487282463186 0.748828647925033 0.748828647925033 0.748828647925033 0.748828647925033 0.748828647925033 0.748828647925033 0.748828647925033 0.748828647925033 0.762048192771084 0.762048192771084 0.748828647925033 0.748828647925033
6 0.888865081065638 0.888865081065638 0.888865081065638 0.888865081065638 0.888865081065638 0.888865081065638 0.888865081065638 0.902756945932433 0.902756945932433 0.902756945932433 0.902756945932433 0.902756945932433 0.944432540532819
7 0.473433242506812 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406 0.736716621253406
8 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928 0.473829201101928
9 0.609210526315789 0.725 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.739473684210526 0.797368421052632
10 0.668818272095333 0.798411122144985 0.812810327706058 0.812810327706058 0.812810327706058 0.812810327706058 0.812810327706058 0.82720953326713 0.82720953326713 0.82720953326713 0.82720953326713 0.82720953326713 0.784011916583913
11 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579 0.868421052631579
12 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195 0.780559558117195
13 0.865966076696165 0.865966076696165 0.865966076696165 0.865966076696165 0.895751392985906 0.895751392985906 0.895751392985906 0.895751392985906 0.895751392985906 0.895751392985906 0.895751392985906 0.895751392985906 0.895751392985906
14 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.751570048309179 0.766183574879227
15 NA NA NA NA NA NA NA NA NA NA NA NA NA
