"Assay" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15"
48 0.846894126489853 0.846894126489853 0.828881670782777 0.846894126489853 0.846894126489853 0.909937721464619 0.909937721464619 0.909937721464619 0.909937721464619 0.909937721464619 0.909937721464619 0.918943949318157 0.963975088585848
49 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856 0.591503267973856
50 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711 0.86108803986711
51 0.755845561400418 0.755845561400418 0.72216908711082 0.72216908711082 0.72216908711082 0.72216908711082 0.73058820568322 0.73058820568322 0.73058820568322 0.73058820568322 0.72216908711082 0.739007324255619 0.739007324255619
52 0.80290124412782 0.80290124412782 0.820040266377575 0.820040266377575 0.820040266377575 0.820040266377575 0.820040266377575 0.820040266377575 0.820040266377575 0.820040266377575 0.820040266377575 0.837179288627329 0.837179288627329
53 NA NA NA 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563 0.66672268907563
54 0.593073593073593 0.618506493506494 0.618506493506494 0.618506493506494 0.618506493506494 0.61002886002886 0.61002886002886 0.61002886002886 0.61002886002886 0.61002886002886 0.601551226551227 0.601551226551227 0.601551226551227
55 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.843251905751906 0.857501732501732 0.857501732501732
56 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.661470391521325 0.686860112157226 0.695323352369193 0.695323352369193
57 0.861040609137056 0.861040609137056 0.861040609137056 0.861040609137056 0.861040609137056 0.861040609137056 1 1 1 1 1 1 1
58 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756 0.610913705583756
59 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223 0.444162436548223
60 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977 0.69513395297977
61 0.875198893116569 0.875198893116569 0.88654444828779 0.88654444828779 0.88654444828779 0.863853337945348 0.863853337945348 0.863853337945348 0.863853337945348 0.863853337945348 0.863853337945348 0.863853337945348 0.852507782774127
62 0.574802756416658 0.574802756416658 0.574802756416658 0.574802756416658 0.574802756416658 0.574802756416658 0.574802756416658 0.574802756416658 0.542095276141017 0.542095276141017 0.542095276141017 0.542095276141017 0.542095276141017
63 0.769402284462525 0.769402284462525 0.777942940593543 0.777942940593543 0.777942940593543 0.777942940593543 0.777942940593543 0.777942940593543 0.777942940593543 0.777942940593543 0.777942940593543 0.803564908986596 0.803564908986596
64 0.779738650141452 0.779738650141452 0.762117742152769 0.779738650141452 0.779738650141452 0.81498046611882 0.81498046611882 0.81498046611882 0.81498046611882 0.81498046611882 0.81498046611882 0.81498046611882 0.823790920113162
65 0.768754956383822 0.768754956383822 0.768754956383822 0.768754956383822 0.768754956383822 0.717367168913561 0.725931800158604 0.725931800158604 0.725931800158604 0.760190325138779 0.760190325138779 0.760190325138779 0.760190325138779
66 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741 0.7221269296741
67 0.743678466861858 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834 0.700958211338834
68 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375 0.740785673021375
69 0.916623173277662 0.895778966597077 0.895778966597077 0.885356863256785 0.885356863256785 0.874934759916493 0.885356863256785 0.885356863256785 0.895778966597077 0.895778966597077 0.885356863256785 0.885356863256785 0.885356863256785
70 0.722576530612245 0.704081632653061 0.704081632653061 0.704081632653061 0.704081632653061 0.722576530612245 0.722576530612245 0.722576530612245 0.722576530612245 0.722576530612245 0.722576530612245 0.731823979591837 0.731823979591837
71 NA NA NA 1 1 1 1 1 1 1 1 1 1
72 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626 0.898919262555626
73 0.922636452241715 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.941977339181287 0.951647782651072 0.951647782651072
74 0.948864369596077 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431 0.979545747838431
75 0.87330135891287 0.87330135891287 0.864251455978075 0.864251455978075 0.864251455978075 0.87330135891287 0.87330135891287 0.87330135891287 0.87330135891287 0.87330135891287 0.87330135891287 0.882351261847665 0.882351261847665
76 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.629694835680751 0.444542253521127 0.444542253521127 0.444542253521127 0.444542253521127
77 0.71198487219614 0.71198487219614 0.71198487219614 0.71198487219614 0.71198487219614 0.71198487219614 0.814847417840376 0.814847417840376 0.814847417840376 0.814847417840376 0.814847417840376 0.814847417840376 0.814847417840376
78 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212 0.55547703180212
79 0.725124716553288 0.725124716553288 0.725124716553288 0.744081632653061 0.744081632653061 0.772517006802721 0.772517006802721 0.772517006802721 0.772517006802721 0.772517006802721 0.763038548752834 0.763038548752834 0.763038548752834
80 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766 0.58311170212766
81 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553
82 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.523556231003039 0.563259878419453 0.563259878419453
83 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106
84 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383 0.79155585106383
85 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475
86 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106
87 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.777659574468085 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128
88 0.551043371522095 0.551043371522095 0.551043371522095 0.551043371522095 0.551043371522095 0.551043371522095 0.551043371522095 0.551043371522095 0.561732815057283 0.561732815057283 0.561732815057283 0.572422258592471 0.572422258592471
89 0.575531914893617 0.575531914893617 0.575531914893617 0.575531914893617 0.575531914893617 0.575531914893617 0.575531914893617 0.575531914893617 0.58563829787234 0.58563829787234 0.58563829787234 0.58563829787234 0.58563829787234
90 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.861037234042553 0.768395390070922 0.768395390070922 0.768395390070922 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106
91 0.76177811550152 0.76177811550152 0.76177811550152 0.76177811550152 0.76177811550152 0.788247213779129 0.788247213779129 0.788247213779129 0.788247213779129 0.76177811550152 0.76177811550152 0.76177811550152 0.76177811550152
92 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213 0.444148936170213
93 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.722074468085106 0.687333776595745 0.687333776595745 0.687333776595745 0.687333776595745 0.687333776595745 0.687333776595745 0.687333776595745 0.687333776595745
94 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.666489361702128 0.777659574468085 0.777659574468085
95 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.629432624113475 0.722074468085106 0.722074468085106
96 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016 0.44404973357016
97 0.728373833188466 0.728373833188466 0.728373833188466 0.728373833188466 0.728373833188466 0.69294433316957 0.69294433316957 0.69294433316957 0.69294433316957 0.69294433316957 0.69294433316957 0.681134499829938 0.681134499829938
98 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.444839857651246 0.814946619217082 0.814946619217082 0.814946619217082 0.814946619217082 0.814946619217082 0.814946619217082 0.814946619217082 0.814946619217082
99 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.747564935064935 0.747564935064935 0.747564935064935 0.747564935064935
100 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905
