"Assay" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15"
1 0.97768532526475 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375 0.988842662632375
2 NA 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 NA 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.658881118881119
4 NA 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.602027972027972 0.658881118881119
5 1 1 1 1 1 1 1 0.98546511627907 0.98546511627907 0.98546511627907 0.98546511627907 0.98546511627907 0.854651162790698 0.854651162790698 0.840116279069767
6 0.989576634512326 0.989576634512326 0.989576634512326 0.979153269024652 0.979153269024652 0.968729903536977 0.968729903536977 0.989576634512326 0.989576634512326 0.979153269024652 0.958306538049303 0.958306538049303 0.895766345123258 0.854072883172562 0.833226152197213
7 1 0.687297734627832 0.687297734627832 0.687297734627832 0.687297734627832 0.687297734627832 0.687297734627832 1 1 1 1 1 1 1 1
8 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 0.687397708674304 1 1
9 0.882207578253707 0.882207578253707 0.882207578253707 0.864085667215815 0.864085667215815 0.845963756177924 0.755354200988468 0.755354200988468 0.755354200988468 0.719110378912685 0.71004942339374 0.71004942339374 0.719110378912685 0.71004942339374 0.71004942339374
10 0.903814262023217 0.903814262023217 0.903814262023217 0.894195688225539 0.894195688225539 0.874958540630182 0.769154228855721 0.846102819237148 0.836484245439469 0.798009950248756 0.923051409618574 0.923051409618574 0.923051409618574 0.923051409618574 0.923051409618574
11 NA NA 0.8828125 0.8828125 0.8828125 0.921875 0.8828125 0.8828125 0.8828125 0.8828125 0.8828125 0.8828125 0.8828125 0.8828125 0.8828125
12 0.947934472934473 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.921901709401709 0.947934472934473
13 0.949014657409356 0.949014657409356 0.949014657409356 0.949014657409356 0.949014657409356 0.949014657409356 0.88528297917105 0.936268321761694 0.936268321761694 0.898029314818711 0.847043972228066 0.821551300932744 0.821551300932744 0.7705659583421 0.745073287046778
14 0.947934595524957 0.947934595524957 0.947934595524957 0.947934595524957 0.947934595524957 0.947934595524957 0.895869191049914 0.947934595524957 0.947934595524957 0.913224325874928 0.861158921399885 0.947934595524957 0.947934595524957 0.895869191049914 0.791738382099828
15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
16 NA NA 0.867331206804891 0.867331206804891 0.867331206804891 0.924189261031366 0.981047315257842 0.981047315257842 0.981047315257842 0.962094630515683 0.962094630515683 0.962094630515683 0.962094630515683 0.962094630515683 0.962094630515683
17 0.705985733484958 0.779489300113719 0.779489300113719 0.779489300113719 0.705985733484958 0.742737516799338 0.742737516799338 0.779489300113719 0.742737516799338 0.779489300113719 0.779489300113719 0.816241083428099 0.816241083428099 0.816241083428099 0.852992866742479
18 1 0.94795347467609 0.94795347467609 0.94795347467609 0.94795347467609 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358 0.791813898704358
19 1 1 1 1 1 1 1 1 1 1 1 0.9875 0.95 0.95 0.8375
20 NA 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287 0.375222816399287
21 NA 0.641214824982841 0.614638145351941 0.614638145351941 0.641214824982841 0.774098223137345 0.614638145351941 0.614638145351941 0.614638145351941 0.601349805536491 0.601349805536491 0.601349805536491 0.614638145351941 0.614638145351941 0.548196446274689
