"Assay" "rocauc_2" "rocauc_3" "rocauc_4" "rocauc_5" "rocauc_6" "rocauc_7" "rocauc_8" "rocauc_9" "rocauc_10" "rocauc_11" "rocauc_12" "rocauc_13" "rocauc_14" "rocauc_15"
1 0.963705936920223 0.953664192949907 0.96182745825603 0.959902597402597 0.961456400742115 0.944016697588126 0.949420222634508 0.925950834879406 0.863450834879406 0.868599257884972 0.872634508348794 0.889494434137291 0.889401669758813 0.889401669758813
2 0.96309963099631 0.974169741697417 0.944649446494465 0.95079950799508 0.95079950799508 0.952029520295203 0.958179581795818 0.958179581795818 0.958179581795818 0.958179581795818 0.958179581795818 0.959409594095941 0.959409594095941 0.964329643296433
3 0.480956699161188 0.575833144411698 0.588301972341873 0.590909090909091 0.621060983903877 0.643958286102924 0.667875765132623 0.667875765132623 0.667875765132623 0.667875765132623 0.674790296984811 0.676490591702562 0.685445477216051 0.688959419632736
4 0.480956699161188 0.575833144411698 0.588301972341873 0.590909090909091 0.621060983903877 0.643958286102924 0.667875765132623 0.667875765132623 0.667875765132623 0.667875765132623 0.674790296984811 0.676490591702562 0.685445477216051 0.688959419632736
5 0.963014850098067 0.96264126272532 0.962672395006382 0.963263908346565 0.963045982379129 0.962143146228324 0.961738426574515 0.956912923009869 0.937237321378537 0.935525045920115 0.935431649076928 0.93434201923975 0.934715606612497 0.934715606612497
6 0.969893221912721 0.96866295264624 0.96866295264624 0.967525533890436 0.969846796657382 0.969846796657382 0.969336118848654 0.969336118848654 0.96947539461467 0.976671309192201 0.97713556174559 0.977274837511606 0.977298050139276 0.977298050139276
7 0.885862516212711 0.850843060959792 0.860570687418936 0.867055771725032 0.872892347600519 0.858625162127108 0.872892347600519 0.872892347600519 0.872892347600519 0.876783398184176 0.88651102464332 0.902075226977951 0.90337224383917 0.905317769130999
8 0.591207349081365 0.727034120734908 0.742782152230971 0.755905511811024 0.733595800524934 0.751968503937008 0.769028871391076 0.769028871391076 0.769028871391076 0.769028871391076 0.775590551181102 0.771653543307087 0.788057742782152 0.795931758530184
9 0.876244486452426 0.835160680529301 0.835160680529301 0.835160680529301 0.836862003780718 0.823461457676959 0.820856962822936 0.820856962822936 0.820856962822936 0.828019323671498 0.830833858433102 0.830833858433102 0.835118672547784 0.836651963873136
10 0.905437088310818 0.874355252874847 0.874355252874847 0.874355252874847 0.876342525399129 0.871787428826616 0.875516355922742 0.832644858769677 0.832644858769677 0.840727922295411 0.843452048677012 0.843452048677012 0.848185776487663 0.851311823155074
11 0.907113259668508 0.90832182320442 0.90832182320442 0.87292817679558 0.884668508287293 0.893646408839779 0.900379834254144 0.900379834254144 0.900379834254144 0.900379834254144 0.904005524861878 0.904005524861878 0.907631215469613 0.891747237569061
12 0.880893446487506 0.886079679396511 0.878359264497878 0.853606789250354 0.864273927392739 0.873821310702499 0.873821310702499 0.873821310702499 0.873821310702499 0.873821310702499 0.877887788778878 0.877887788778878 0.881129184347006 0.881129184347006
