"Assay" "rev_nef_1" "rev_nef_2" "rev_nef_3" "rev_nef_4" "rev_nef_5" "rev_nef_6" "rev_nef_7" "rev_nef_8" "rev_nef_9" "rev_nef_10" "rev_nef_11" "rev_nef_12" "rev_nef_13" "rev_nef_14" "rev_nef_15"
28 0.949169800220393 0.949169800220393 0.949169800220393 0.949169800220393 0.949169800220393 0.937628470195103 0.937628470195103 0.915702480255162 0.937979796357407 0.93805871585883 0.949705263991872 0.94961989903747 0.949784183493294 0.949784183493294 0.938056384563522
29 NA NA 0.798120363206806 0.798120363206806 0.798290154439173 0.797825595648549 0.757098969125117 0.757098969125117 0.757098969125117 0.758337024033057 0.758337024033057 0.758337024033057 0.758337024033057 0.758960609661415 0.759205449059181
30 0.946232207388382 0.946824284193075 0.946824284193075 0.946824284193075 0.946824284193075 0.946824284193075 0.946824284193075 0.946824284193075 0.946824284193075 0.946824284193075 0.94681716800777 0.94681716800777 0.946881321496505 0.946881321496505 0.946881321496505
31 0.898670726916295 0.898670726916295 0.898670726916295 0.898670726916295 0.898670726916295 0.907221469231105 0.907297089131644 0.898875966844972 0.898875966844972 0.898875966844972 0.907290424537947 0.907290424537947 0.907290424537947 0.907290424537947 0.907290424537947
32 NA 0.476620935452236 0.476731509508556 0.476731509508556 0.486828802448653 0.466757036505316 0.487338302702457 0.487338302702457 0.487338302702457 0.487364049732587 0.487364049732587 0.487364049732587 0.47812390384761 0.488311383595761 0.488311383595761
33 NA 0.652145238647604 0.653059730960361 0.653059730960361 0.652617770428981 0.566918787286135 0.568037933332634 0.568037933332634 0.568037933332634 0.569079173986864 0.569079173986864 0.569079173986864 0.57602984639261 0.586490423764258 0.587150142062486
34 NA 0.555094781200401 0.529016459224969 0.529016459224969 0.555159485143098 0.584160708536886 0.643530706691845 0.643530706691845 0.643530706691845 0.617578665863113 0.617578665863113 0.617578665863113 0.620294098049074 0.620432874109788 0.565158006388921
35 0.903641659909345 0.903641659909345 0.903641659909345 0.903641659909345 0.903641659909345 0.912378787278445 0.912378787278445 0.903909986725773 0.903987396643005 0.903987396643005 0.903987396643005 0.903987396643005 0.903987396643005 0.903909986725773 0.903909986725773
36 0.896425871366003 0.896425871366003 0.896425871366003 0.896425871366003 0.896425871366003 0.905499198318442 0.905499198318442 0.905516270564316 0.905516270564316 0.905516270564316 0.905516270564316 0.905516270564316 0.914269759221425 0.914269759221425 0.914269759221425
37 NA 0.635255780066345 0.635468103844153 0.635468103844153 0.63565381010139 0.670239534042615 0.645948123258758 0.645948123258758 0.645948123258758 0.645948123258758 0.645948123258758 0.645948123258758 0.650312696834249 0.650312696834249 0.645108182166522
38 NA 0.727496291494485 0.727849497731533 0.727849497731533 0.727870602322514 0.694434690066617 0.660470325777916 0.660470325777916 0.660470325777916 0.835267479768787 0.835267479768787 0.835267479768787 0.695557386954038 0.695596193454991 0.695868932765852
39 0.919795523646973 0.919795523646973 0.919795523646973 0.919795523646973 0.919795523646973 0.920030562072065 0.920030562072065 0.920105284363006 0.920105284363006 0.920105284363006 0.920105284363006 0.920105284363006 0.928858938077031 0.928858938077031 0.928858938077031
40 0.848309436678992 0.848309436678992 0.848309436678992 0.848309436678992 0.848309436678992 0.848380285932238 0.857751549008526 0.857751549008526 0.857751549008526 0.857751549008526 0.867116892220538 0.867116892220538 0.867116892220538 0.867116892220538 0.867136953352348
41 0.968560249066424 0.968560249066424 0.968560249066424 0.968560249066424 0.968560249066424 0.968560249066424 0.968560249066424 0.869445043550222 0.906064971721046 0.872962060029536 0.840087071483271 0.840087071483271 0.84149354174531 0.841748971217746 0.841748971217746
42 NA NA 0.842023412919159 0.842023412919159 0.842067853157124 0.792479383310675 0.826435707728019 0.826435707728019 0.826435707728019 0.826435707728019 0.826435707728019 0.826435707728019 0.843204671548351 0.860122570887464 0.877027610858436
43 NA NA 0.687699445741939 0.687699445741939 0.687822662950096 0.641676499887293 0.598552375569694 0.598552375569694 0.598552375569694 0.598552375569694 0.598552375569694 0.598552375569694 0.602507794456301 0.512350551687036 0.512643855269015
44 NA 0.741832285448092 0.726504135934729 0.726504135934729 0.742011572880255 0.681855194393225 0.607781618088408 0.607781618088408 0.607781618088408 0.742907089615275 0.742907089615275 0.742907089615275 0.727235497974896 0.681077363167548 0.696697187496659
45 NA 0.626687021768337 0.62667022929311 0.62667022929311 0.626857306194006 0.627217724366236 0.559787455354083 0.559787455354083 0.559787455354083 0.583203668459859 0.583203668459859 0.583203668459859 0.541541139879296 0.564382329925286 0.544346362407075
46 NA 0.493898803107173 0.505547579763149 0.505547579763149 0.50556246393845 0.505661960503735 0.505882885647266 0.505882885647266 0.505882885647266 0.506114285055946 0.506114285055946 0.506114285055946 0.506114285055946 0.506471695809542 0.506471695809542
47 NA 0.882126242625839 0.88224270187366 0.88224270187366 0.88224270187366 0.882656956409771 0.881805161491511 0.881805161491511 0.881805161491511 0.88301864547566 0.88301864547566 0.88301864547566 0.882839605064954 0.882970031443103 0.882970031443103
48 0.948929742162665 0.949537178186874 0.949537178186874 0.949537178186874 0.949537178186874 0.949545601843246 0.949545601843246 0.949699250270521 0.949754795189793 0.949754795189793 0.949754795189793 0.949754795189793 0.949754795189793 0.949754795189793 0.949754795189793
49 NA NA 0.465480693689479 0.465480693689479 0.465480693689479 0.465983121301232 0.465983121301232 0.465983121301232 0.465983121301232 0.482556990385352 0.482556990385352 0.482556990385352 0.482556990385352 0.482556990385352 0.482556990385352
50 NA NA 0.878900031731892 0.878900031731892 0.878900031731892 0.615978709157457 0.490254923642559 0.490254923642559 0.490254923642559 0.490254923642559 0.490254923642559 0.490254923642559 0.499327747965537 0.502891097054132 0.504072002035593
51 0.855407161046327 0.855407161046327 0.855407161046327 0.855407161046327 0.855407161046327 0.864059885557068 0.864059885557068 0.864059885557068 0.864059885557068 0.864059885557068 0.864059885557068 0.864059885557068 0.872904231398226 0.872904231398226 0.872904231398226
52 0.921998076857629 0.930811358272792 0.93085795862229 0.93085795862229 0.93085795862229 0.930811358272792 0.930811358272792 0.930811358272792 0.939498922977015 0.939498922977015 0.939498922977015 0.939498922977015 0.939498922977015 0.939498922977015 0.939498922977015
53 NA 0.571227120918223 0.571080640666287 0.582305176400724 0.581392208682829 0.58288028307811 0.585021978494447 0.585021978494447 0.585021978494447 0.587931954011661 0.587931954011661 0.605481245385896 0.605481245385896 0.608175203735245 0.610361881467823
54 NA NA 0.579871382952507 0.579871382952507 0.579860726629951 0.640229529456121 0.691343381211205 0.691343381211205 0.691343381211205 0.691343381211205 0.691343381211205 0.691343381211205 0.700997503153538 0.710375363381056 0.726479094694719
55 NA 0.865916491740463 0.865853884029714 0.865853884029714 0.865853884029714 0.880677991653823 0.895239837670749 0.895239837670749 0.895239837670749 0.90970482784259 0.90970482784259 0.90970482784259 0.89540959323244 0.89540959323244 0.89540959323244
56 NA 0.66392848408879 0.65553378166202 0.65553378166202 0.664026673673942 0.73261680188581 0.701165545450406 0.701165545450406 0.701165545450406 0.709762774357779 0.709762774357779 0.709762774357779 0.709762774357779 0.689868617002313 0.655952842694501
57 NA 0.758770102113014 0.760468600965405 0.760468600965405 0.760754958349078 0.761603030291046 0.761603030291046 0.761603030291046 0.761603030291046 0.761603030291046 0.761603030291046 0.761603030291046 0.640004703737934 0.640004703737934 0.640004703737934
58 NA NA 0.621921559199331 0.621921559199331 0.621921559199331 0.621921559199331 0.596506564527646 0.596506564527646 0.596506564527646 0.597172171576501 0.597172171576501 0.597172171576501 0.597172171576501 0.598213695991779 0.598667019856645
59 NA 0.35001905367348 0.35346371640464 0.35346371640464 0.354524538595761 0.355116032698112 0.35908795023598 0.35908795023598 0.35908795023598 0.35908795023598 0.35908795023598 0.35908795023598 0.35908795023598 0.364014927680288 0.366104418290129
60 NA 0.646948869071776 0.611558235126122 0.611558235126122 0.647438771435164 0.647621334180106 0.612057592744326 0.612057592744326 0.612057592744326 0.612057592744326 0.612057592744326 0.612057592744326 0.631641853206561 0.668787740051954 0.668799293248674
61 0.914948178666879 0.926863606265703 0.926863606265703 0.926863606265703 0.926863606265703 0.926863606265703 0.926863606265703 0.926863606265703 0.926816778458298 0.926872799771168 0.926872799771168 0.926904594576931 0.927337524033718 0.927337524033718 0.927337524033718
62 NA 0.548223542407369 0.548640259046554 0.548640259046554 0.5487203020053 0.516545076310552 0.582928937927637 0.582928937927637 0.582928937927637 0.614721363276741 0.614721363276741 0.585664650435203 0.588884232995167 0.588884232995167 0.590596444841921
63 0.897592922608334 0.897756716520447 0.897756716520447 0.897756716520447 0.897756716520447 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918 0.897745768403918
64 0.837288691839903 0.837288691839903 0.837288691839903 0.837288691839903 0.837288691839903 0.837288691839903 0.846693169934511 0.882827510263099 0.846915547633069 0.846915547633069 0.855769509903944 0.855769509903944 0.855769509903944 0.855769509903944 0.855853974693904
65 NA 0.721350791571312 0.729968252735265 0.729968252735265 0.729968252735265 0.747355256815362 0.747355256815362 0.747355256815362 0.747355256815362 0.72995280384877 0.72995280384877 0.72995280384877 0.72995280384877 0.704263152921954 0.712983509111796
66 NA NA 0.624141380703099 0.624141380703099 0.624141380703099 0.494730982636227 0.50101899946887 0.50101899946887 0.50101899946887 0.50101899946887 0.50101899946887 0.50101899946887 0.511831185198717 0.511831185198717 0.517526448841271
67 NA 0.621376003591534 0.621998143198134 0.621998143198134 0.62178872044511 0.62178872044511 0.62311092311898 0.62311092311898 0.62311092311898 0.538783421357343 0.538783421357343 0.538783421357343 0.626992630174266 0.585675284148595 0.759817678119837
68 NA NA 0.830939375853644 0.830939375853644 0.830927244119823 0.830927244119823 0.685816376613717 0.685816376613717 0.685816376613717 0.685816376613717 0.685816376613717 0.685816376613717 0.685816376613717 0.795749288048356 0.795749288048356
69 NA 0.887813929392537 0.887735314068729 0.887735314068729 0.887735314068729 0.919164082257935 0.919164082257935 0.919164082257935 0.919164082257935 0.908641198500551 0.908641198500551 0.908641198500551 0.9191269595015 0.919185831234441 0.919185831234441
70 NA 0.725115854480462 0.715579111439539 0.715579111439539 0.715550596317411 0.715550596317411 0.724815484060154 0.724815484060154 0.724815484060154 0.734352125360848 0.734352125360848 0.734352125360848 0.725168956926845 0.743409114607813 0.76218600052802
71 NA 0.594929572413891 0.598934407824345 0.639583264707042 0.62847371032383 0.646663446225243 0.652263419484375 0.652263419484375 0.652263419484375 0.652263419484375 0.652263419484375 0.716747745461101 0.716747745461101 0.747691422912588 0.747691422912588
72 NA NA 0.867088266919797 0.867088266919797 0.866994712243631 0.869112508521529 0.869112508521529 0.869112508521529 0.869112508521529 0.871661604706163 0.871661604706163 0.871661604706163 0.87563001640799 0.87563001640799 0.825690341485644
73 0.935122224910401 0.955602706257079 0.955602706257079 0.955602706257079 0.945924178875027 0.955839164839014 0.955839164839014 0.955839164839014 0.945934346453401 0.945934346453401 0.945934346453401 0.955612873835453 0.955612873835453 0.955618330859556 0.955618330859556
74 0.950374371342574 0.950889475628137 0.950889475628137 0.950889475628137 0.950889475628137 0.950889475628137 0.950889475628137 0.951063215092783 0.951063215092783 0.951063215092783 0.951063215092783 0.951007825504369 0.951063215092783 0.951063215092783 0.951063215092783
75 0.927418123212429 0.936642335918781 0.936642335918781 0.936642335918781 0.936642335918781 0.936618810247902 0.936618810247902 0.936618810247902 0.936721982445779 0.936721982445779 0.936721982445779 0.936721982445779 0.936721982445779 0.936721982445779 0.936721982445779
76 NA 0.490722338013588 0.490674217326573 0.510514385345641 0.510133119911281 0.51205163577659 0.344801503878326 0.344801503878326 0.344801503878326 0.349704348991076 0.349704348991076 0.379173733752138 0.379173733752138 0.383553138810798 0.385927294823567
77 NA NA 0.888557913678597 0.888557913678597 0.888524472998555 0.910580268319284 0.910580268319284 0.910580268319284 0.910580268319284 0.889846026790286 0.889846026790286 0.889846026790286 0.889846026790286 0.808206528567243 0.808206528567243
78 NA 0.685933891641185 0.68605909391074 0.698204058948008 0.697967430747741 0.80572937739223 0.915069903478662 0.915069903478662 0.915069903478662 0.918112800396829 0.918112800396829 0.936402650067286 0.936402650067286 0.939120679670495 0.940594173498745
79 NA 0.841864108333402 0.822642406674263 0.822642406674263 0.81302822765145 0.841645990554553 0.851354714005455 0.851354714005455 0.851354714005455 0.822552300612793 0.822552300612793 0.822552300612793 0.832078530055717 0.841693994458813 0.841693994458813
80 NA 0.633276951339925 0.63343291601365 0.647813104869485 0.647396958540763 0.648382832484007 0.648586058451305 0.648586058451305 0.648586058451305 0.654128201043326 0.654128201043326 0.929697943821935 0.929697943821935 0.932568817444088 0.933060195329721
81 NA 0.767125725607218 0.767282330948924 0.915022892775613 0.914605037010888 0.915594960703695 0.915799021477795 0.915799021477795 0.915799021477795 0.921363929951497 0.921363929951497 0.931463046827727 0.931463046827727 0.934345713356345 0.80712316811357
82 NA 0.539247147709945 0.539293295837079 0.464986340594362 0.464863207751357 0.465154916347823 0.465215048540273 0.465215048540273 0.465215048540273 0.466854903866618 0.466854903866618 0.469830890026882 0.469830890026882 0.470680348033851 0.470825741016732
83 NA 0.551945043691407 0.552242904936936 0.579706181467778 0.578911425444922 0.580794246943254 0.581182367780478 0.581182367780478 0.581182367780478 0.591766748563229 0.591766748563229 0.610975132509285 0.610975132509285 0.616457925326591 0.617396358534219
84 NA 0.746125420184302 0.677875683445839 0.753607234721351 0.821723054954002 0.822230488092023 0.822335089284721 0.822335089284721 0.822335089284721 0.825187651547981 0.825187651547981 0.830364441036889 0.830364441036889 0.763512078452173 0.763764992553585
85 NA 0.572335796368994 0.572441630933316 0.582199744652785 0.581917355927552 0.582586350622106 0.582724255771998 0.582724255771998 0.582724255771998 0.58648504488295 0.58648504488295 0.593310071558203 0.593310071558203 0.50517259582695 0.505506035209097
86 NA 0.551830123985675 0.552127326263105 0.832506213504794 0.831713215746476 0.833591871817712 0.833979134002614 0.833979134002614 0.833979134002614 0.844540098616305 0.844540098616305 0.86370598723126 0.86370598723126 0.869176650288104 0.870113007369496
87 NA 0.705418275448939 0.705545061280819 0.933073229589656 0.932734938506097 0.933536369016216 0.933701574204727 0.933701574204727 0.933701574204727 0.938206858267778 0.938206858267778 0.946382983810254 0.946382983810254 0.951586696320807 0.952084822347332
88 NA 0.555451017341534 0.566166441810418 0.556622929066024 0.827050006191649 0.827100267366708 0.82702759851802 0.82702759851802 0.82702759851802 0.827100267366708 0.827100267366708 0.827100267366708 0.827100267366708 0.827100267366708 0.827100267366708
89 NA 0.589930918104389 0.600070716906342 0.591039875489558 0.806428183789859 0.806475744967125 0.806406979841955 0.806406979841955 0.806406979841955 0.806475744967125 0.806475744967125 0.806475744967125 0.806475744967125 0.806475744967125 0.806475744967125
90 NA 0.785487670507109 0.785541765999715 0.928666498906825 0.928522160832627 0.928864105808584 0.928934593621938 0.928934593621938 0.928934593621938 0.838765493292218 0.838765493292218 0.842253986700874 0.842253986700874 0.93656560788301 0.890391104744874
91 NA 0.669295205771506 0.669241048462608 0.696216648987842 0.696216648987842 0.668698542687984 0.774046560667392 0.774046560667392 0.774046560667392 0.747725053277781 0.747725053277781 0.750289934189843 0.750289934189843 0.722239331228842 0.829325782186048
92 NA 0.299480855066498 0.29977713077701 0.327094218479117 0.326303692994885 0.328176492110446 0.328562546954906 0.328562546954906 0.328562546954906 0.339090586382037 0.339090586382037 0.610384404574036 0.610384404574036 0.615838012124272 0.616771449990164
93 NA 0.735260213594527 0.735300869892667 0.739049444691516 0.738940965195446 0.739197959192919 0.740397582103424 0.740397582103424 0.740397582103424 0.741864967510421 0.741864967510421 0.74414652163715 0.74414652163715 0.745057307254164 0.743085925505052
94 NA 0.704748118773219 0.704874490978944 0.716526207621261 0.716189020178689 0.716987836101544 0.717152502324573 0.717152502324573 0.717152502324573 0.829210170179952 0.829210170179952 0.837359621926721 0.837359621926721 0.83968578094289 0.629456851914271
95 NA 0.662636511038728 0.662742485776599 0.582308614850547 0.582025852113004 0.582695732863652 0.582833820663272 0.582833820663272 0.582833820663272 0.586599590785491 0.586599590785491 0.59343365692926 0.59343365692926 0.595384355586226 0.595718236595188
96 NA 0.181155381514824 0.181694749391166 0.23142531811122 0.229986171949402 0.233395589751581 0.234098399918663 0.234098399918663 0.234098399918663 0.253264622684716 0.253264622684716 0.288047211599689 0.288047211599689 0.297975466324599 0.299674783486146
97 NA NA 0.781688891953049 0.781688891953049 0.781688891953049 0.781688891953049 0.82985718363853 0.82985718363853 0.82985718363853 0.829895432648572 0.829895432648572 0.829895432648572 0.829871479792843 0.841784698188552 0.841784698188552
98 NA 0.519241599807012 0.519192827709291 0.363871424592818 0.363423236694946 0.364794442316757 0.364601941611716 0.364601941611716 0.364601941611716 0.371982162683442 0.371982162683442 0.385287465950222 0.385287465950222 0.389241232235124 0.389919374047272
99 NA 0.766510481286657 0.766496422207479 0.721723365346855 0.721594170388317 0.721989435084883 0.72193394469631 0.72193394469631 0.72193394469631 0.724061372411089 0.724061372411089 0.772340050833536 0.772340050833536 0.771729621235979 0.77228424653858
100 NA 0.519145203709991 0.519096487360725 0.363952622810493 0.363504947209286 0.364874585488315 0.364682304819267 0.364682304819267 0.364682304819267 0.372054090003591 0.372054090003591 0.385344184777415 0.385344184777415 0.389293431749566 0.389970798418543
