"Assay" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15"
67 NA 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.595208070617907 0.676166456494325
68 NA NA 0.754406130268199 0.754406130268199 0.754406130268199 0.754406130268199 0.68423645320197 0.68423645320197 0.68423645320197 0.68423645320197 0.68423645320197 0.68423645320197 0.68423645320197 0.789490968801314 0.789490968801314
69 NA 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831 0.958311586638831
70 NA 0.741071428571429 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.759566326530612 0.741071428571429 0.778061224489796 0.833545918367347
71 NA 1 1 1 1 1 1 1 1 1 1 1 1 1 1
72 NA NA 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409 0.856411800120409
73 0.922636452241715 1 1 1 1 1 1 1 1 1 1 1 1 1 1
74 0.959730691056911 1 1 1 1 1 1 1 1 1 1 1 1 1 1
75 0.946549010791367 0.982183003597122 0.982183003597122 0.982183003597122 0.982183003597122 1 1 0.982183003597122 0.982183003597122 0.982183003597122 0.982183003597122 0.982183003597122 0.982183003597122 0.982183003597122 1
76 NA 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152 0.473288814691152
77 NA NA 0.687874853150312 0.687874853150312 0.687874853150312 0.765906139862734 0.765906139862734 0.765906139862734 0.765906139862734 0.746398318184629 0.746398318184629 0.746398318184629 0.746398318184629 0.726890496506523 0.726890496506523
78 NA 0.579264214046823 0.579264214046823 0.579264214046823 0.579264214046823 0.579264214046823 0.684448160535117 0.684448160535117 0.684448160535117 0.684448160535117 0.684448160535117 0.789632107023411 0.789632107023411 0.894816053511706 0.894816053511706
79 NA 0.826635944700461 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.865161290322581 0.884423963133641 0.884423963133641
80 NA 0.473993288590604 0.473993288590604 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302
81 NA 0.605494966442953 0.605494966442953 0.605494966442953 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.868498322147651
82 NA 0.549137104506232 0.549137104506232 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418 0.511565196548418
83 NA 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302
84 NA 0.605494966442953 0.605494966442953 0.671245805369127 0.671245805369127 0.671245805369127 0.671245805369127 0.671245805369127 0.671245805369127 0.605494966442953 0.605494966442953 0.605494966442953 0.605494966442953 0.605494966442953 0.605494966442953
85 NA 0.561661073825503 0.561661073825503 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604
86 NA 0.473993288590604 0.473993288590604 0.473993288590604 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302
87 NA 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.684395973154362 0.789597315436242 0.789597315436242
88 NA 0.542720897615708 0.542720897615708 0.577896213183731 0.929649368863955 0.929649368863955 0.894474053295933 0.894474053295933 0.894474053295933 0.894474053295933 0.894474053295933 0.894474053295933 0.894474053295933 0.894474053295933 0.912061711079944
89 NA 0.575682382133995 0.575682382133995 0.628722084367246 0.929280397022333 0.929280397022333 0.893920595533499 0.893920595533499 0.893920595533499 0.893920595533499 0.893920595533499 0.893920595533499 0.893920595533499 0.893920595533499 0.911600496277916
90 NA 0.693162751677852 0.693162751677852 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.824664429530201 0.780830536912752
91 NA 0.599232981783317 0.599232981783317 0.62428092042186 0.62428092042186 0.574185043144775 0.599232981783317 0.599232981783317 0.599232981783317 0.599232981783317 0.599232981783317 0.674376797698945 0.674376797698945 0.649328859060403 0.649328859060403
92 NA 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604 0.473993288590604
93 NA 0.671245805369127 0.671245805369127 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.736996644295302 0.769872063758389 0.769872063758389 0.769872063758389 0.769872063758389 0.769872063758389 0.769872063758389
94 NA 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.789597315436242 0.684395973154362
95 NA 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403 0.649328859060403
96 NA 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933 0.473949579831933
97 NA NA 0.773272686683782 0.773272686683782 0.773272686683782 0.773272686683782 0.82559437437214 0.82559437437214 0.82559437437214 0.82559437437214 0.82559437437214 0.82559437437214 0.82559437437214 0.843034936934926 0.843034936934926
98 NA 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454 0.473861720067454
99 NA 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.760806029841563 0.80864482387325 0.80864482387325
100 NA 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438 0.473773265651438
