"Assay" "rocauc_1" "rocauc_2" "rocauc_3" "rocauc_4" "rocauc_5" "rocauc_6" "rocauc_7" "rocauc_8" "rocauc_9" "rocauc_10" "rocauc_11" "rocauc_12" "rocauc_13" "rocauc_14" "rocauc_15"
52 0.96338414566694 0.972919754861833 0.976371158653953 0.976371158653953 0.976636651253346 0.975309188256377 0.975508307705923 0.975508307705923 0.975043695656984 0.975375561406226 0.975375561406226 0.975751675922034 0.975751675922034 0.975751675922034 0.975818049071882
53 NA 0.809146341463415 0.827134146341463 0.821951219512195 0.83109756097561 0.846951219512195 0.85609756097561 0.85609756097561 0.85609756097561 0.855792682926829 0.855792682926829 0.864024390243902 0.864024390243902 0.867073170731707 0.86859756097561
54 NA NA 0.773639455782313 0.773639455782313 0.781851311953353 0.844849368318756 0.864018464528669 0.864018464528669 0.864018464528669 0.864018464528669 0.864018464528669 0.864018464528669 0.828449951409135 0.768391642371234 0.84477648202138
55 NA 0.967399859160764 0.969678140922083 0.969678140922083 0.969802410836337 0.969388177788824 0.969015368046063 0.969015368046063 0.969015368046063 0.966115736713475 0.966115736713475 0.966115736713475 0.965660080361211 0.965080154094694 0.965080154094694
56 NA 0.74151718707709 0.733348096749588 0.733348096749588 0.745429492384538 0.827218818434586 0.788120371053862 0.788120371053862 0.788120371053862 0.776383455131517 0.776383455131517 0.776383455131517 0.776383455131517 0.825767082502891 0.834133018380453
57 NA 0.937212863705972 0.94104134762634 0.94104134762634 0.945252679938744 0.93989280245023 0.93989280245023 0.93989280245023 0.93989280245023 0.93989280245023 0.93989280245023 0.93989280245023 0.888591117917305 0.888591117917305 0.888591117917305
58 NA NA 0.598744113029827 0.598744113029827 0.602668759811617 0.602668759811617 0.588383045525903 0.588383045525903 0.588383045525903 0.58320251177394 0.58320251177394 0.58320251177394 0.58320251177394 0.578257456828885 0.581868131868132
59 NA 0.536187563710499 0.580020387359837 0.580020387359837 0.612130479102956 0.566768603465851 0.534658511722732 0.534658511722732 0.534658511722732 0.534658511722732 0.534658511722732 0.534658511722732 0.534658511722732 0.482161060142712 0.482670744138634
60 NA 0.777703225806452 0.768877419354839 0.768877419354839 0.781935483870968 0.768774193548387 0.748954838709677 0.748954838709677 0.748954838709677 0.748954838709677 0.748954838709677 0.748954838709677 0.757109677419355 0.756645161290323 0.754374193548387
61 0.964966546750496 0.972766701408735 0.97572538076186 0.97572538076186 0.976027972968429 0.976027972968429 0.976027972968429 0.976027972968429 0.975321924486434 0.975859866187002 0.975859866187002 0.976465050600141 0.977540934001278 0.977540934001278 0.977540934001278
62 NA 0.739074313110824 0.721279734464319 0.721279734464319 0.733911119306657 0.706251152498617 0.70864834962198 0.70864834962198 0.70864834962198 0.681541582150101 0.681541582150101 0.679420984694818 0.657754010695187 0.657754010695187 0.649917020099576
63 0.963250686142252 0.972298460250267 0.973252081685817 0.973252081685817 0.973228822626413 0.975229101735126 0.975438433269759 0.975438433269759 0.969321300646602 0.969042191933758 0.969042191933758 0.969088710052565 0.969088710052565 0.969088710052565 0.969158487230776
64 0.928175046947861 0.928175046947861 0.926655835249931 0.926655835249931 0.926972337687 0.926972337687 0.933787690165214 0.941742451416876 0.933977591627456 0.933977591627456 0.938450826071361 0.934631696664064 0.934631696664064 0.930369463844872 0.931846475217859
65 NA 0.907528897219619 0.918671248568156 0.918671248568156 0.919452254503801 0.924737061334999 0.924737061334999 0.924737061334999 0.924737061334999 0.921560970530043 0.921560970530043 0.921560970530043 0.922992814745392 0.916536499010726 0.917499739664688
66 NA NA 0.673913043478261 0.673913043478261 0.675465838509317 0.607142857142857 0.501552795031056 0.501552795031056 0.501552795031056 0.501552795031056 0.501552795031056 0.501552795031056 0.515527950310559 0.515527950310559 0.520962732919255
67 NA 0.746361746361746 0.752965635318577 0.752965635318577 0.767518649871591 0.767518649871591 0.697810933105051 0.697810933105051 0.697810933105051 0.670661611838082 0.670661611838082 0.670661611838082 0.688883453589336 0.660388895683013 0.803962333374098
68 NA NA 0.9209797657082 0.9209797657082 0.925133120340788 0.925133120340788 0.799680511182109 0.799680511182109 0.799680511182109 0.799680511182109 0.799680511182109 0.799680511182109 0.799680511182109 0.935356762513312 0.935356762513312
69 NA 0.855193110647182 0.867601774530271 0.867601774530271 0.868175887265136 0.879945198329854 0.880388830897704 0.880388830897704 0.880388830897704 0.875339248434238 0.875339248434238 0.875339248434238 0.876422233820459 0.879031837160752 0.878979645093946
70 NA 0.808530574764341 0.839039748130657 0.839039748130657 0.84192575101666 0.84192575101666 0.844118363598883 0.844118363598883 0.844118363598883 0.846610820636795 0.846610820636795 0.846610820636795 0.847004366484886 0.86979254511722 0.917730177470437
71 NA 0.995290423861852 0.995290423861852 0.998430141287284 0.998430141287284 0.998430141287284 0.998430141287284 0.998430141287284 0.998430141287284 0.998430141287284 0.998430141287284 0.996860282574568 0.996860282574568 0.996860282574568 0.996860282574568
72 NA NA 0.940363636363636 0.940363636363636 0.944581818181818 0.903854545454545 0.903854545454545 0.903854545454545 0.903854545454545 0.881454545454545 0.881454545454545 0.881454545454545 0.858036363636364 0.858036363636364 0.847127272727273
73 0.930687374173138 0.956891317547055 0.958073690601732 0.958073690601732 0.957961844501965 0.964161314031892 0.964576742402454 0.945930399769917 0.941856006135557 0.942255456491867 0.942255456491867 0.942415236634391 0.942399258620139 0.942415236634391 0.942495126705653
74 0.856435360128249 0.902610786671247 0.908164433757014 0.908164433757014 0.909023245162029 0.909023245162029 0.909023245162029 0.86946066643765 0.86280487804878 0.864007214015802 0.864007214015802 0.864522500858811 0.864093095156304 0.864093095156304 0.864093095156304
75 0.964074893931009 0.967326139088729 0.97113078767755 0.97113078767755 0.971453606345693 0.974335915882678 0.9747740269323 0.965481460985058 0.964167127836193 0.964305478693968 0.964305478693968 0.964489946504335 0.964489946504335 0.964489946504335 0.964536063456927
76 NA 0.496815286624204 0.463906581740977 0.54140127388535 0.559447983014862 0.55307855626327 0.497346072186837 0.497346072186837 0.497346072186837 0.545647558386412 0.545647558386412 0.540339702760085 0.540339702760085 0.556263269639066 0.561571125265393
77 NA NA 0.948614177090998 0.948614177090998 0.948920775079716 0.967623252391464 0.967623252391464 0.967623252391464 0.967623252391464 0.963208241353937 0.963208241353937 0.963208241353937 0.963208241353937 0.941501103752759 0.941501103752759
78 NA 0.903205128205128 0.904166666666667 0.930448717948718 0.925320512820513 0.935897435897436 0.946474358974359 0.946474358974359 0.946474358974359 0.955448717948718 0.955448717948718 0.960576923076923 0.960576923076923 0.964102564102564 0.966346153846154
79 NA 0.880354808590103 0.897404295051354 0.897404295051354 0.899645191409897 0.910868347338936 0.910980392156863 0.910980392156863 0.910980392156863 0.905098039215686 0.905098039215686 0.905098039215686 0.910233426704015 0.914080298786181 0.914080298786181
80 NA 0.841091492776886 0.841894060995185 0.885634028892456 0.904895666131621 0.908908507223114 0.925361155698234 0.925361155698234 0.925361155698234 0.93860353130016 0.93860353130016 0.943820224719101 0.943820224719101 0.943820224719101 0.948234349919743
81 NA 0.926966292134832 0.930979133226324 0.949438202247191 0.950642054574639 0.954253611556982 0.955056179775281 0.955056179775281 0.955056179775281 0.949036918138042 0.949036918138042 0.952648475120385 0.952648475120385 0.955056179775281 0.955858747993579
82 NA 0.423793987415521 0.446399440689816 0.465276159403403 0.469470985784199 0.470403169424377 0.530412491260778 0.530412491260778 0.530412491260778 0.527266371475181 0.527266371475181 0.516429736658122 0.516429736658122 0.522372407364251 0.539617804707527
83 NA 0.6824 0.6792 0.596 0.6008 0.6184 0.64 0.64 0.64 0.6504 0.6504 0.6504 0.6504 0.6544 0.6664
84 NA 0.898222940226171 0.898626817447496 0.917407108239095 0.92548465266559 0.928311793214863 0.924878836833603 0.924878836833603 0.924878836833603 0.913166397415186 0.913166397415186 0.919022617124394 0.919022617124394 0.913570274636511 0.916599353796446
85 NA 0.843800322061192 0.823403113258186 0.833870101986044 0.849704777241009 0.814278046162104 0.81508319914117 0.81508319914117 0.81508319914117 0.826355340848094 0.826355340848094 0.81857219538379 0.81857219538379 0.816693505099302 0.790391841116479
86 NA 0.904 0.9128 0.9304 0.936 0.9456 0.952 0.952 0.952 0.9488 0.9488 0.9512 0.9512 0.956 0.9544
87 NA 0.932154340836013 0.935369774919614 0.953054662379421 0.951768488745981 0.960128617363344 0.954983922829582 0.954983922829582 0.954983922829582 0.947266881028939 0.947266881028939 0.951446945337621 0.951446945337621 0.969453376205788 0.969131832797428
88 NA 0.738127090301003 0.747591973244147 0.767090301003345 0.826454849498328 0.849063545150502 0.81438127090301 0.81438127090301 0.81438127090301 0.823578595317726 0.823578595317726 0.837792642140468 0.837792642140468 0.848896321070234 0.852274247491639
89 NA 0.763509218054673 0.768213604577241 0.787062937062937 0.824284806102988 0.845295613477432 0.805721551176097 0.805721551176097 0.805721551176097 0.812269548633185 0.812269548633185 0.817863954227591 0.817863954227591 0.827685950413223 0.828544183089638
90 NA 0.919241192411924 0.915989159891599 0.937940379403794 0.939430894308943 0.947018970189702 0.941869918699187 0.941869918699187 0.941869918699187 0.930352303523035 0.930352303523035 0.934959349593496 0.934959349593496 0.919512195121951 0.931165311653117
91 NA 0.787285871444287 0.817774634606318 0.821546440358322 0.827361307559327 0.844570171302845 0.866808109382367 0.866808109382367 0.866808109382367 0.869322646550369 0.869322646550369 0.874430300172874 0.874430300172874 0.868379695112368 0.89030331604589
92 NA 0.712 0.7056 0.7736 0.788 0.812 0.8416 0.8416 0.8416 0.8672 0.8672 0.8736 0.8736 0.8848 0.8976
93 NA 0.846665302782324 0.848097381342062 0.871317512274959 0.828355155482815 0.833469721767594 0.836129296235679 0.836129296235679 0.836129296235679 0.839402618657938 0.839402618657938 0.840425531914894 0.840425531914894 0.884103927986907 0.883592471358429
94 NA 0.865916398713826 0.859163987138264 0.885209003215434 0.896784565916399 0.892282958199357 0.907395498392283 0.907395498392283 0.907395498392283 0.905144694533762 0.905144694533762 0.913183279742765 0.913183279742765 0.919292604501608 0.87620578778135
95 NA 0.764090177133655 0.775630703166935 0.750939345142244 0.769457863660762 0.782340311325819 0.797101449275362 0.797101449275362 0.797101449275362 0.805958132045089 0.805958132045089 0.790123456790123 0.790123456790123 0.792807300053677 0.780461621041331
96 NA 0.64 0.6176 0.6112 0.5952 0.5536 0.5216 0.5216 0.5216 0.5056 0.5056 0.5312 0.5312 0.5568 0.5376
97 NA NA 0.900574247220791 0.900574247220791 0.904917912096002 0.904917912096002 0.94102922771111 0.94102922771111 0.94102922771111 0.93650150923949 0.93650150923949 0.93650150923949 0.940845174114702 0.940440256202606 0.940440256202606
98 NA 0.681696188942566 0.639291465378422 0.697799248523886 0.707461084272679 0.6532474503489 0.612453032742888 0.612453032742888 0.612453032742888 0.618357487922705 0.618357487922705 0.592055823939882 0.592055823939882 0.601180891035964 0.617283950617284
99 NA 0.796310072905818 0.793185537866389 0.774587115012647 0.782026484154144 0.772504091653028 0.774735902395477 0.774735902395477 0.774735902395477 0.777265287903586 0.777265287903586 0.829638446659723 0.829638446659723 0.832019044785002 0.833209343847642
100 NA 0.681206246634356 0.632202477113624 0.689822294022617 0.631125471190092 0.592891760904685 0.526117393645665 0.526117393645665 0.526117393645665 0.524501884760366 0.524501884760366 0.500269251480883 0.500269251480883 0.549273021001615 0.539041464728056
