"Assay" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14"
31 0.917724867724868 0.917724867724868 0.931437389770723 0.931437389770723 0.931437389770723 0.931437389770723 0.931437389770723 0.931437389770723 0.931437389770723 0.931437389770723 0.938293650793651 0.938293650793651 0.938293650793651 0.938293650793651
32 NA 0.505227272727273 0.505227272727273 0.505227272727273 0.505227272727273 0.49512987012987 0.49512987012987 0.49512987012987 0.49512987012987 0.505227272727273 0.505227272727273 0.505227272727273 0.505227272727273 0.505227272727273
33 NA 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905
34 NA 0.57687074829932 0.57687074829932 0.57687074829932 0.57687074829932 0.656207482993197 0.656207482993197 0.656207482993197 0.656207482993197 0.656207482993197 0.656207482993197 0.656207482993197 0.656207482993197 0.656207482993197
35 0.905336850649351 0.905336850649351 0.905336850649351 0.905336850649351 0.905336850649351 0.917958603896104 0.917958603896104 0.911647727272727 0.911647727272727 0.917958603896104 0.917958603896104 0.917958603896104 0.917958603896104 0.917958603896104
36 0.901995798319328 0.901995798319328 0.908529411764706 0.908529411764706 0.908529411764706 0.921596638655462 0.921596638655462 0.915063025210084 0.915063025210084 0.915063025210084 0.915063025210084 0.915063025210084 0.915063025210084 0.915063025210084
37 NA 0.660615079365079 0.660615079365079 0.660615079365079 0.660615079365079 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429
38 NA 0.75703125 0.791741071428571 0.791741071428571 0.791741071428571 0.791741071428571 0.791741071428571 0.791741071428571 0.791741071428571 0.895870535714286 0.895870535714286 0.895870535714286 0.826450892857143 0.722321428571429
39 0.891343167701863 0.891343167701863 0.891343167701863 0.891343167701863 0.891343167701863 0.903416149068323 0.903416149068323 0.903416149068323 0.903416149068323 0.903416149068323 0.903416149068323 0.903416149068323 0.903416149068323 0.903416149068323
40 0.945374707259953 0.945374707259953 0.945374707259953 0.945374707259953 0.945374707259953 0.945374707259953 0.954478922716628 0.954478922716628 0.936270491803279 0.945374707259953 0.954478922716628 0.954478922716628 0.954478922716628 0.954478922716628
41 1 1 1 1 1 1 1 0.934663865546218 0.967331932773109 0.934663865546218 0.869327731092437 0.869327731092437 0.869327731092437 0.869327731092437
42 NA NA 0.869327731092437 0.869327731092437 0.869327731092437 0.852993697478992 0.885661764705882 0.885661764705882 0.885661764705882 0.885661764705882 0.885661764705882 0.885661764705882 0.885661764705882 0.885661764705882
43 NA NA 0.76860119047619 0.76860119047619 0.76860119047619 0.76860119047619 0.676041666666667 0.676041666666667 0.676041666666667 0.676041666666667 0.676041666666667 0.676041666666667 0.629761904761905 0.583482142857143
44 NA 0.799454365079365 0.799454365079365 0.799454365079365 0.799454365079365 0.784027777777778 0.660615079365079 0.660615079365079 0.660615079365079 0.83030753968254 0.83030753968254 0.83030753968254 0.83030753968254 0.814880952380952
45 NA 0.689 0.689 0.689 0.666785714285714 0.666785714285714 0.666785714285714 0.666785714285714 0.666785714285714 0.666785714285714 0.666785714285714 0.666785714285714 0.577928571428571 0.600142857142857
46 NA 0.523979591836735 0.523979591836735 0.523979591836735 0.512645772594752 0.512645772594752 0.523979591836735 0.523979591836735 0.523979591836735 0.535313411078717 0.535313411078717 0.535313411078717 0.535313411078717 0.535313411078717
47 NA 0.95728021978022 0.95728021978022 0.95728021978022 0.95728021978022 0.91456043956044 0.893200549450549 0.893200549450549 0.893200549450549 0.91456043956044 0.91456043956044 0.91456043956044 0.93592032967033 0.91456043956044
48 0.932545942108999 0.938678129189999 0.938678129189999 0.938678129189999 0.938678129189999 0.944810316270999 0.944810316270999 0.932545942108999 0.932545942108999 0.932545942108999 0.932545942108999 0.932545942108999 0.932545942108999 0.932545942108999
49 NA NA 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193 0.493644957983193
50 NA NA 1 1 1 1 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.583482142857143 0.583482142857143
51 0.87577537593985 0.87577537593985 0.87577537593985 0.87577537593985 0.87577537593985 0.883082706766917 0.883082706766917 0.883082706766917 0.883082706766917 0.883082706766917 0.883082706766917 0.883082706766917 0.890390037593985 0.890390037593985
52 0.942300556586271 0.956725417439703 0.956725417439703 0.956725417439703 0.956725417439703 0.949512987012987 0.949512987012987 0.949512987012987 0.963937847866419 0.963937847866419 0.963937847866419 0.963937847866419 0.963937847866419 0.963937847866419
53 NA 0.666785714285714 0.666785714285714 0.666785714285714 0.666785714285714 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143
54 NA NA 0.666785714285714 0.666785714285714 0.666785714285714 0.68265306122449 0.738188775510204 0.738188775510204 0.738188775510204 0.738188775510204 0.738188775510204 0.738188775510204 0.75405612244898 0.722321428571429
55 NA 0.95728021978022 0.971520146520146 0.971520146520146 0.971520146520146 0.95728021978022 0.95728021978022 0.95728021978022 0.95728021978022 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293
56 NA 0.702199792960663 0.702199792960663 0.702199792960663 0.702199792960663 0.766589026915114 0.734394409937888 0.734394409937888 0.734394409937888 0.726345755693582 0.726345755693582 0.726345755693582 0.726345755693582 0.750491718426501
57 NA 1 1 1 1 1 1 1 1 1 1 1 0.722321428571429 0.722321428571429
58 NA NA 0.639017857142857 0.639017857142857 0.639017857142857 0.639017857142857 0.61125 0.61125 0.61125 0.61125 0.61125 0.61125 0.61125 0.61125
59 NA 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857
60 NA 0.713364055299539 0.69544930875576 0.69544930875576 0.713364055299539 0.731278801843318 0.731278801843318 0.731278801843318 0.731278801843318 0.731278801843318 0.731278801843318 0.731278801843318 0.713364055299539 0.69544930875576
61 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052 0.965998542274052
62 NA 0.57531512605042 0.57531512605042 0.57531512605042 0.607983193277311 0.57531512605042 0.673319327731092 0.673319327731092 0.673319327731092 0.640651260504202 0.640651260504202 0.640651260504202 0.607983193277311 0.607983193277311
63 0.93996138996139 0.947466216216216 0.947466216216216 0.947466216216216 0.947466216216216 0.93996138996139 0.93996138996139 0.93996138996139 0.947466216216216 0.947466216216216 0.947466216216216 0.947466216216216 0.947466216216216 0.947466216216216
64 0.832723752151463 0.832723752151463 0.832723752151463 0.832723752151463 0.832723752151463 0.832723752151463 0.839414802065404 0.86617900172117 0.839414802065404 0.839414802065404 0.846105851979346 0.846105851979346 0.846105851979346 0.846105851979346
65 NA 0.80646645021645 0.798051948051948 0.798051948051948 0.798051948051948 0.80646645021645 0.80646645021645 0.80646645021645 0.80646645021645 0.798051948051948 0.798051948051948 0.798051948051948 0.80646645021645 0.823295454545454
66 NA NA 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.583482142857143 0.583482142857143 0.583482142857143 0.583482142857143 0.583482142857143 0.583482142857143 0.583482142857143 0.583482142857143
67 NA 0.658241758241758 0.700961538461538 0.700961538461538 0.700961538461538 0.700961538461538 0.658241758241758 0.658241758241758 0.658241758241758 0.658241758241758 0.658241758241758 0.658241758241758 0.658241758241758 0.658241758241758
68 NA NA 0.925952380952381 0.925952380952381 0.925952380952381 0.925952380952381 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.96297619047619
69 NA 0.87670575470517 0.870216583900179 0.870216583900179 0.870216583900179 0.883194925510161 0.889684096315153 0.889684096315153 0.889684096315153 0.87670575470517 0.87670575470517 0.87670575470517 0.87670575470517 0.889684096315153
70 NA 0.699272839792682 0.711301926200975 0.711301926200975 0.705287382996828 0.705287382996828 0.705287382996828 0.705287382996828 0.705287382996828 0.699272839792682 0.699272839792682 0.699272839792682 0.699272839792682 0.717316469405121
71 NA 1 1 1 1 1 1 1 1 1 1 1 1 1
72 NA NA 0.949512987012987 0.949512987012987 0.949512987012987 0.899025974025974 0.899025974025974 0.899025974025974 0.899025974025974 0.899025974025974 0.899025974025974 0.899025974025974 0.899025974025974 0.899025974025974
73 0.938148840539358 0.938148840539358 0.938148840539358 0.938148840539358 0.938148840539358 0.938148840539358 0.938148840539358 0.944333956485422 0.944333956485422 0.944333956485422 0.944333956485422 0.944333956485422 0.944333956485422 0.944333956485422
74 0.936584967986624 0.949267974389299 0.949267974389299 0.949267974389299 0.949267974389299 0.949267974389299 0.949267974389299 0.942926471187961 0.942926471187961 0.949267974389299 0.949267974389299 0.949267974389299 0.949267974389299 0.949267974389299
75 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293 0.950160256410256 0.950160256410256 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293 0.943040293040293
76 NA 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.444642857142857
77 NA NA 0.938293650793651 0.938293650793651 0.938293650793651 0.979431216931217 0.979431216931217 0.979431216931217 0.979431216931217 0.958862433862434 0.958862433862434 0.958862433862434 0.958862433862434 0.917724867724868
78 NA 0.888928571428572 1 1 1 1 1 1 1 1 1 1 1 1
79 NA 0.800803540235239 0.782694771165716 0.782694771165716 0.782694771165716 0.806839796591747 0.806839796591747 0.806839796591747 0.806839796591747 0.794767283878731 0.794767283878731 0.794767283878731 0.800803540235239 0.806839796591747
80 NA 0.722321428571429 0.722321428571429 0.722321428571429 0.861160714285714 0.861160714285714 1 1 1 1 1 1 1 1
81 NA 1 1 1 1 1 1 1 1 1 1 1 1 1
82 NA 0.642984693877551 0.603316326530612 0.523979591836735 0.523979591836735 0.523979591836735 0.563647959183673 0.563647959183673 0.563647959183673 0.523979591836735 0.523979591836735 0.484311224489796 0.484311224489796 0.484311224489796
83 NA 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429
84 NA 0.861160714285714 0.861160714285714 0.861160714285714 0.930580357142857 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714
85 NA 0.722321428571429 0.722321428571429 0.814880952380952 0.907440476190476 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.629761904761905 0.629761904761905 0.629761904761905
86 NA 1 1 1 1 1 1 1 1 1 1 1 1 1
87 NA 1 1 1 1 1 1 1 1 1 1 1 1 1
88 NA 0.647561813186813 0.636881868131868 0.647561813186813 0.839800824175824 0.839800824175824 0.850480769230769 0.850480769230769 0.850480769230769 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714 0.861160714285714
89 NA 0.676883116883117 0.666785714285714 0.676883116883117 0.818246753246753 0.818246753246753 0.838441558441559 0.838441558441559 0.838441558441559 0.838441558441559 0.838441558441559 0.838441558441559 0.838441558441559 0.838441558441559
90 NA 0.953720238095238 0.953720238095238 0.953720238095238 0.953720238095238 0.953720238095238 0.953720238095238 0.953720238095238 0.953720238095238 0.907440476190476 0.907440476190476 0.907440476190476 0.907440476190476 0.953720238095238
91 NA 0.709098639455782 0.709098639455782 0.709098639455782 0.709098639455782 0.78843537414966 0.841326530612245 0.841326530612245 0.841326530612245 0.814880952380952 0.814880952380952 0.814880952380952 0.814880952380952 0.841326530612245
92 NA 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 0.722321428571429 1
93 NA 0.826450892857143 0.791741071428571 0.791741071428571 0.75703125 0.75703125 0.75703125 0.75703125 0.75703125 0.75703125 0.75703125 0.791741071428571 0.791741071428571 0.791741071428571
94 NA 0.777857142857143 0.777857142857143 0.777857142857143 0.777857142857143 0.888928571428572 0.888928571428572 0.888928571428572 0.888928571428572 0.888928571428572 0.888928571428572 0.888928571428572 0.888928571428572 0.888928571428572
95 NA 0.722321428571429 0.722321428571429 0.629761904761905 0.629761904761905 0.629761904761905 0.814880952380952 0.814880952380952 0.814880952380952 0.814880952380952 0.814880952380952 0.722321428571429 0.722321428571429 0.722321428571429
96 NA 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857 0.444642857142857
97 NA NA 0.893655015197568 0.893655015197568 0.893655015197568 0.893655015197568 0.917287234042553 0.917287234042553 0.917287234042553 0.929103343465046 0.929103343465046 0.929103343465046 0.917287234042553 0.917287234042553
98 NA 0.629761904761905 0.629761904761905 0.444642857142857 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.814880952380952 0.814880952380952 0.444642857142857 0.444642857142857 0.444642857142857
99 NA 0.798051948051948 0.798051948051948 0.747564935064935 0.798051948051948 0.747564935064935 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.798051948051948 0.848538961038961
100 NA 0.629761904761905 0.629761904761905 0.444642857142857 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.629761904761905 0.444642857142857 0.444642857142857 0.444642857142857
