"Assay" "rocauc_2" "rocauc_3" "rocauc_4" "rocauc_5" "rocauc_6" "rocauc_7" "rocauc_8" "rocauc_9" "rocauc_10" "rocauc_11" "rocauc_12" "rocauc_13" "rocauc_14" "rocauc_15"
75 0.954505626268216 0.954505626268216 0.954505626268216 0.956235011990408 0.957710754473344 0.957710754473344 0.953145176166759 0.953214351595647 0.953237410071942 0.95330658550083 0.95330658550083 0.95330658550083 0.95330658550083 0.952983766832688
76 0.580148619957537 0.544585987261146 0.544585987261146 0.549363057324841 0.560509554140127 0.560509554140127 0.573248407643312 0.581740976645435 0.573779193205945 0.57484076433121 0.57484076433121 0.57484076433121 0.545116772823779 0.545116772823779
77 0.943279372087319 0.939477557027226 0.939477557027226 0.951373558989453 0.952415992151092 0.952415992151092 0.959283787098357 0.959283787098357 0.973755212165808 0.973755212165808 0.973755212165808 0.973755212165808 0.973755212165808 0.973755212165808
78 0.840064102564103 0.866666666666667 0.866666666666667 0.875961538461538 0.875641025641026 0.875641025641026 0.88525641025641 0.891666666666667 0.905448717948718 0.905448717948718 0.905448717948718 0.905448717948718 0.908653846153846 0.908653846153846
79 NA 0.884070961718021 0.884070961718021 0.884070961718021 0.889878618113912 0.889878618113912 0.893800186741363 0.891503267973856 0.897105508870215 0.904014939309057 0.904014939309057 0.904014939309057 0.903846872082166 0.903846872082166
80 NA 0.799357945425361 0.799357945425361 0.806179775280899 0.818619582664527 0.818619582664527 0.831059390048154 0.841091492776886 0.869983948635634 0.870786516853933 0.870786516853933 0.870786516853933 0.86637239165329 0.86637239165329
81 NA 0.907303370786517 0.907303370786517 0.915329052969502 0.916131621187801 0.916131621187801 0.918940609951846 0.912520064205458 0.922552166934189 0.922552166934189 0.922552166934189 0.922552166934189 0.924558587479936 0.924558587479936
82 NA 0.589606152412025 0.589606152412025 0.593917501747844 0.599161034723841 0.599161034723841 0.611628990911209 0.614192495921697 0.615707294336984 0.582498252155675 0.582498252155675 0.582498252155675 0.58063388487532 0.58063388487532
83 NA 0.6792 0.6792 0.6824 0.6904 0.6904 0.7 0.7032 0.7064 0.6888 0.6888 0.6888 0.6912 0.6912
84 NA 0.926292407108239 0.926292407108239 0.934571890145396 0.934773828756058 0.934773828756058 0.936187399030695 0.936591276252019 0.948101777059774 0.948101777059774 0.948101777059774 0.948101777059774 0.948505654281099 0.948505654281099
85 NA 0.845947396672034 0.845947396672034 0.814009661835749 0.826086956521739 0.826086956521739 0.769994632313473 0.763553408480945 0.760601180891036 0.778582930756844 0.778582930756844 0.778582930756844 0.797369833601718 0.797369833601718
86 NA 0.8552 0.8552 0.864 0.8656 0.8656 0.8712 0.8584 0.8952 0.8952 0.8952 0.8952 0.8992 0.8992
87 NA 0.904501607717042 0.904501607717042 0.910932475884244 0.912540192926045 0.912540192926045 0.916398713826367 0.912540192926045 0.914147909967846 0.914147909967846 0.914147909967846 0.914147909967846 0.914147909967846 0.914147909967846
88 NA 0.73066889632107 0.73066889632107 0.736354515050167 0.8338127090301 0.8338127090301 0.838227424749164 0.841170568561873 0.843946488294314 0.846488294314381 0.846488294314381 0.846488294314381 0.849832775919732 0.849832775919732
89 NA 0.74758423394787 0.74758423394787 0.753178639542276 0.839383343928798 0.839383343928798 0.844596312778131 0.848029243483789 0.852956134774317 0.850826446280992 0.850826446280992 0.850826446280992 0.854386522568341 0.854386522568341
90 NA 0.918021680216802 0.918021680216802 0.925067750677507 0.927913279132791 0.927913279132791 0.931571815718157 0.931571815718157 0.923848238482385 0.918970189701897 0.918970189701897 0.918970189701897 0.919647696476965 0.919647696476965
91 NA 0.858871601445859 0.858871601445859 0.865157944365865 0.872230080150872 0.872230080150872 0.87969511236838 0.88032374666038 0.879459374508879 0.887474461731887 0.887474461731887 0.887474461731887 0.885038503850385 0.885038503850385
92 NA 0.7432 0.7432 0.748 0.7704 0.7704 0.792 0.8112 0.8176 0.784 0.784 0.784 0.7888 0.7888
93 NA 0.856689852700491 0.856689852700491 0.863645662847791 0.840323240589198 0.840323240589198 0.846972176759411 0.851370703764321 0.8495294599018 0.860986088379705 0.860986088379705 0.860986088379705 0.861497545008183 0.861497545008183
94 NA 0.827009646302251 0.827009646302251 0.831189710610932 0.841800643086817 0.841800643086817 0.852733118971061 0.861414790996785 0.870096463022508 0.857234726688103 0.857234726688103 0.857234726688103 0.866881028938907 0.866881028938907
95 NA 0.738862050456253 0.738862050456253 0.743961352657005 0.756038647342995 0.756038647342995 0.769189479334407 0.776972624798712 0.793344068706388 0.815888352120236 0.815888352120236 0.815888352120236 0.797101449275362 0.797101449275362
96 NA 0.64 0.64 0.6384 0.6224 0.6224 0.6064 0.6016 0.6 0.6912 0.6912 0.6912 0.6848 0.6848
97 0.917065449458882 0.890524920856954 0.890524920856954 0.891629242435397 0.899138629168814 0.899138629168814 0.899138629168814 0.899138629168814 0.898439225502466 0.908010012515645 0.908010012515645 0.908010012515645 0.935397187661047 0.935397187661047
98 NA 0.778314546430488 0.778314546430488 0.785292538915727 0.793880837359098 0.793880837359098 0.804079441760601 0.809447128287708 0.847020933977456 0.85829307568438 0.85829307568438 0.85829307568438 0.827697262479871 0.827697262479871
99 NA 0.7897634280613 0.7897634280613 0.793334325249219 0.799137033179586 0.799137033179586 0.804642166344294 0.805683678024104 0.807171551852403 0.807320339235233 0.807320339235233 0.807320339235233 0.810742449040321 0.810742449040321
100 NA 0.746365105008078 0.746365105008078 0.752288637587507 0.709208400646203 0.709208400646203 0.725901992460959 0.736672051696284 0.75767366720517 0.778675282714055 0.778675282714055 0.778675282714055 0.75767366720517 0.75767366720517
