"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15" "roc_16" "roc_17" "roc_18" "roc_19" "roc_20" "roc_30" "roc_40" "roc_50" "roc_60" "roc_70" "roc_80" "roc_90" "roc_100" "roc_110" "roc_120" "roc_130" "roc_140" "roc_150" "roc_160" "roc_170" "roc_180" "roc_190" "roc_200"
1 0.795608108108108 0.782818532818533 0.798986486486487 0.788368725868726 0.780405405405405 0.768822393822394 0.763272200772201 0.755067567567568 0.757722007722008 0.763754826254826 0.767374517374517 0.766891891891892 0.768339768339768 0.768581081081081 0.813947876447876 0.815395752895753 0.81780888030888 0.82046332046332 0.839285714285714 0.840250965250965 0.838561776061776 0.854005791505791 0.861245173745174 0.891409266409266 0.885135135135135 0.89261583011583 0.897200772200772 0.903474903474903 0.903957528957529 0.906611969111969 0.909990347490347 0.9128861003861 0.917953667953668 0.973696911196911 0.973938223938224 0.973455598455598 0.973214285714286 0.973696911196911
2 0.934332948865821 0.903883121876201 0.948865820838139 0.934025374855825 0.925182622068435 0.918108419838524 0.891041906958862 0.883506343713956 0.879123414071511 0.881199538638985 0.864282968089196 0.878892733564014 0.884736639753941 0.887889273356401 0.884044598231449 0.809688581314879 0.802537485582468 0.830911188004614 0.828681276432141 0.82798923490965 0.79761630142253 0.79761630142253 0.805920799692426 0.851057285659362 0.858977316416763 0.863052672049212 0.987543252595156 0.990618992695117 0.990157631680123 0.989850057670127 0.99123414071511 0.998615916955017 0.998923490965013 0.999692425990004 0.999923106497501 0.999846212995002 0.998615916955017 0.998615916955017
3 0.818164580963216 0.78194918467956 0.726962457337884 0.629503223359879 0.624383769434964 0.614903299203641 0.633674630261661 0.64069017823284 0.643534319302237 0.659651118695487 0.686006825938567 0.660788775123246 0.674819871065605 0.679180887372014 0.45544178991278 0.459992415623815 0.443875616230565 0.441600303375047 0.425483503981797 0.416003033750474 0.575843761850588 0.623625331816458 0.892870686386045 0.950511945392492 0.955821008722033 0.959233978005309 0.940273037542662 0.942358740993553 0.869927948426242 0.870496776640121 0.98445202882063 0.989571482745544 0.991088357982556 0.991657186196435 0.992226014410315 0.992415623814941 0.9935532802427 0.995828593098218
4 0.803571428571429 0.777597402597403 0.775162337662338 0.775974025974026 0.793831168831169 0.799512987012987 0.810064935064935 0.811688311688312 0.75487012987013 0.758928571428571 0.756493506493507 0.771915584415584 0.772727272727273 0.75487012987013 0.761363636363636 0.786525974025974 0.788961038961039 0.805194805194805 0.814935064935065 0.823051948051948 0.826298701298701 0.926136363636364 0.939123376623377 0.944805194805195 0.948051948051948 0.945616883116883 0.948051948051948 0.955357142857143 0.958603896103896 0.961850649350649 0.963474025974026 0.965097402597403 0.966720779220779 0.967532467532467 0.978896103896104 0.98538961038961 0.987824675324675 0.989448051948052
5 0.796325459317585 0.794225721784777 0.745406824146982 0.729133858267717 0.711811023622047 0.711286089238845 0.698687664041995 0.710236220472441 0.731233595800525 0.728608923884514 0.710236220472441 0.722309711286089 0.746981627296588 0.765879265091863 0.779527559055118 0.769028871391076 0.772178477690289 0.758005249343832 0.710236220472441 0.72755905511811 0.7249343832021 0.795275590551181 0.829396325459318 0.710236220472441 0.706561679790026 0.815223097112861 0.819422572178478 0.825721784776903 0.956430446194226 0.95748031496063 0.965879265091864 0.968503937007874 0.971653543307087 0.976902887139108 0.977952755905512 0.986876640419947 0.991601049868766 0.993175853018373
6 0.844137931034483 0.842068965517241 0.853333333333333 0.855172413793103 0.877931034482759 0.888965517241379 0.872413793103448 0.877701149425287 0.889885057471264 0.893103448275862 0.928275862068966 0.92 0.921149425287356 0.921609195402299 0.907126436781609 0.888505747126437 0.888735632183908 0.898620689655172 0.89816091954023 0.897701149425287 0.890574712643678 0.937241379310345 0.937701149425287 0.915632183908046 0.909425287356322 0.977701149425287 0.979540229885058 0.977011494252874 0.97816091954023 0.977701149425287 0.982528735632184 0.991264367816092 0.967126436781609 0.96551724137931 0.966666666666667 0.96735632183908 0.996091954022988 0.997931034482759
7 0.858217592592593 0.921875 0.955439814814815 0.970486111111111 0.980324074074074 0.97974537037037 0.97974537037037 0.983217592592593 0.986689814814815 0.978009259259259 0.977430555555556 0.978587962962963 0.97974537037037 0.981481481481482 0.983217592592593 0.984375 0.984375 0.984375 0.986111111111111 0.977430555555556 0.984375 0.983217592592593 0.982638888888889 0.989583333333333 0.978009259259259 0.979166666666667 0.980324074074074 0.976273148148148 0.975694444444444 0.976851851851852 0.978587962962963 0.980902777777778 0.985532407407407 0.986111111111111 0.983796296296296 0.984953703703704 0.983796296296296 0.984953703703704
8 0.765151515151515 0.727272727272727 0.699775533108866 0.675645342312009 0.921156004489338 0.90628507295174 0.887485970819304 0.89337822671156 0.896184062850729 0.892817059483726 0.885521885521885 0.87682379349046 0.850448933782267 0.835858585858586 0.834175084175084 0.831649831649832 0.831369248035915 0.834736251402918 0.843153759820427 0.845117845117845 0.851851851851852 0.831930415263749 0.801627384960718 0.905723905723906 0.891694725028058 0.969416386083053 0.971099887766554 0.971661054994388 0.972502805836139 0.973625140291807 0.974186307519641 0.974466891133558 0.975028058361392 0.975308641975309 0.975308641975309 0.986812570145904 0.988215488215488 0.98709315375982
9 0.617052881758764 0.621806298276886 0.678550207961973 0.741681521093286 0.747994652406417 0.808823529411765 0.829768270944741 0.846702317290553 0.846553773024361 0.974598930481283 0.975787284610814 0.97586155674391 0.975935828877005 0.976158645276292 0.976975638740345 0.977866904337493 0.977941176470588 0.978832442067736 0.97875816993464 0.979129530600119 0.976530005941771 0.977941176470588 0.977792632204397 0.977644087938206 0.97808972073678 0.979129530600119 0.979946524064171 0.980540701128936 0.981209150326797 0.981877599524658 0.981877599524658 0.982471776589424 0.983288770053476 0.98406862745098 0.984662804515746 0.985405525846702 0.985851158645276 0.986371063576946
10 0.778214717146015 0.776055722620608 0.739956820109492 0.707057855912818 0.678361220345953 0.666293983087876 0.674827151926389 0.669673837612769 0.66964813529699 0.6660241087722 0.660909347932249 0.66260570077364 0.710322050016707 0.703922173387822 0.704282005808723 0.68738273318426 0.685994808132213 0.687549798236821 0.636080910890071 0.653712699514226 0.725936206852237 0.784498933353895 0.817873390392474 0.823437941758552 0.832112473333847 0.834027295859357 0.846666409643509 0.850855887115429 0.856002775850104 0.866804174056082 0.870408923844038 0.874257845631891 0.87828025805125 0.883754851312103 0.888998123730948 0.894838974991647 0.89810959467448 0.902144858251729
