"ids" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15" "nef_16" "nef_17" "nef_18" "nef_19" "nef_20" "nef_30" "nef_40" "nef_50" "nef_60" "nef_70" "nef_80" "nef_90" "nef_100" "nef_110" "nef_120" "nef_130" "nef_140" "nef_150" "nef_160" "nef_170" "nef_180" "nef_190" "nef_200"
41 0.652571343638526 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.72205707491082 0.791542806183115 0.791542806183115 0.791542806183115 0.791542806183115 0.791542806183115 0.72205707491082
42 0.82577614379085 0.814887152777778 0.82577614379085 0.82577614379085 0.803998161764706 0.803998161764706 0.803998161764706 0.803998161764706 0.803998161764706 0.803998161764706 0.803998161764706 0.847554125816994 0.847554125816994 0.847554125816994 0.847554125816994 0.82577614379085 0.858443116830065 0.847554125816994 0.847554125816994 0.858443116830065 0.847554125816994 0.847554125816994 0.880221098856209 0.891110089869281 0.912888071895425 0.923777062908497 0.923777062908497 0.923777062908497 0.967333026960784 0.967333026960784 0.956444035947712 0.967333026960784 0.956444035947712 0.978222017973856 0.978222017973856 0.978222017973856 0.978222017973856 0.978222017973856
43 0.580785455021092 0.580785455021092 0.591265818645564 0.580785455021092 0.591265818645564 0.61222654589451 0.61222654589451 0.61222654589451 0.601746182270037 0.61222654589451 0.832314182008437 0.832314182008437 0.832314182008437 0.832314182008437 0.832314182008437 0.832314182008437 0.863755272881855 0.863755272881855 0.863755272881855 0.874235636506328 0.8847160001308 0.895196363755273 0.916157091004218 0.926637454628691 0.958078545502109 0.968558909126582 0.968558909126582 0.968558909126582 0.968558909126582 0.968558909126582 0.968558909126582 0.979039272751055 0.979039272751055 0.979039272751055 0.979039272751055 0.979039272751055 0.979039272751055 0.979039272751055
44 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.62962962962963 0.62962962962963 0.62962962962963 0.62962962962963 0.62962962962963 0.62962962962963 0.62962962962963 0.814814814814815 0.814814814814815 0.814814814814815
45 0.519395042711105 0.504376137795827 0.504376137795827 0.549432852541661 0.549432852541661 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.534413947626383 0.504376137795827 0.504376137795827 0.504376137795827 0.489357232880549 0.579470662372217 0.594489567287495 0.594489567287495 0.609508472202773 0.609508472202773 0.624527377118051 0.624527377118051 0.639546282033329 0.639546282033329 0.669584091863885 0.684602996779163 0.669584091863885 0.684602996779163 0.684602996779163 0.684602996779163 0.69962190169444 0.69962190169444 0.714640806609719
46 0.716358839050132 0.722955145118733 0.736147757255937 0.729551451187335 0.742744063324538 0.742744063324538 0.742744063324538 0.74934036939314 0.74934036939314 0.74934036939314 0.74934036939314 0.755936675461741 0.755936675461741 0.755936675461741 0.755936675461741 0.755936675461741 0.755936675461741 0.755936675461741 0.755936675461741 0.755936675461741 0.775725593667546 0.788918205804749 0.802110817941952 0.808707124010554 0.828496042216359 0.841688654353562 0.848284960422164 0.861477572559367 0.861477572559367 0.87467018469657 0.881266490765171 0.887862796833773 0.901055408970976 0.901055408970976 0.901055408970976 0.914248021108179 0.920844327176781 0.927440633245383
47 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
48 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.523933693425219 0.603278077854349 0.603278077854349 0.523933693425219 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.603278077854349 0.682622462283479 0.682622462283479 0.682622462283479 0.682622462283479 0.682622462283479 0.682622462283479 0.682622462283479 0.682622462283479 0.682622462283479 0.92065561557087 0.92065561557087
49 0.814912280701754 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
50 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.444012441679627 0.58300933125972 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813 0.722006220839813
