"ids" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15" "nef_16" "nef_17" "nef_18" "nef_19" "nef_20" "nef_30" "nef_40" "nef_50" "nef_60" "nef_70" "nef_80" "nef_90" "nef_100" "nef_110" "nef_120" "nef_130" "nef_140" "nef_150" "nef_160" "nef_170" "nef_180" "nef_190" "nef_200"
1 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.8412403922608 0.8412403922608 0.8412403922608 0.8412403922608 0.8412403922608 0.8412403922608 0.8412403922608 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.761860588391201 0.8412403922608 0.8412403922608 0.761860588391201 0.761860588391201 0.8412403922608 0.8412403922608 0.8412403922608 0.761860588391201 0.8412403922608 0.8412403922608 0.8412403922608 0.8412403922608 0.8412403922608
2 0.901988636363636 0.901988636363636 0.901988636363636 0.901988636363636 0.901988636363636 0.901988636363636 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.934659090909091 0.967329545454545 0.967329545454545 1 1 1 1 1 1 1 1 1
3 0.567497403946002 0.567497403946002 0.567497403946002 0.505711318795431 0.505711318795431 0.567497403946002 0.567497403946002 0.567497403946002 0.567497403946002 0.505711318795431 0.505711318795431 0.505711318795431 0.505711318795431 0.44392523364486 0.44392523364486 0.44392523364486 0.44392523364486 0.44392523364486 0.44392523364486 0.44392523364486 0.814641744548287 0.752855659397715 0.938213914849429 0.938213914849429 0.938213914849429 0.938213914849429 0.938213914849429 0.938213914849429 1 1 1 1 1 1 0.938213914849429 0.938213914849429 0.938213914849429 0.938213914849429
4 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 0.722122302158273 1 1 1 1 1 1
5 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.444250871080139 0.444250871080139 0.444250871080139 0.444250871080139 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.629500580720093 0.814750290360046 0.814750290360046 0.814750290360046 1 1 1 1 1 1 1 1
6 0.667082294264339 0.556109725685786 0.667082294264339 0.889027431421446 0.889027431421446 0.83354114713217 0.667082294264339 0.83354114713217 0.83354114713217 0.778054862842893 0.722568578553616 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.83354114713217 0.944513715710723 0.944513715710723 0.944513715710723 0.944513715710723 0.944513715710723 0.889027431421446 0.944513715710723 0.889027431421446 0.944513715710723 0.944513715710723 1 1 1 1 1 1 1 1
7 0.814779270633397 0.814779270633397 0.814779270633397 0.814779270633397 1 1 0.814779270633397 0.814779270633397 0.814779270633397 0.814779270633397 0.814779270633397 0.814779270633397 0.814779270633397 0.814779270633397 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 0.537037037037037 0.537037037037037 0.537037037037037 0.907407407407407 0.907407407407407 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.814814814814815 0.722222222222222 0.722222222222222 0.722222222222222 0.62962962962963 0.537037037037037 0.537037037037037 0.62962962962963 0.722222222222222 0.814814814814815 0.722222222222222 0.814814814814815 1 0.907407407407407 0.907407407407407 0.907407407407407 0.907407407407407 0.907407407407407 0.907407407407407 0.907407407407407
9 0.537037037037037 0.537037037037037 0.537037037037037 0.537037037037037 0.583333333333333 0.583333333333333 0.614197530864198 0.938271604938272 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 0.984567901234568 1 1 1
10 0.641741845940319 0.622549444829979 0.628946911866759 0.628946911866759 0.635344378903539 0.641741845940319 0.641741845940319 0.635344378903539 0.641741845940319 0.648139312977099 0.609754510756419 0.564972241498959 0.564972241498959 0.577767175572519 0.584164642609299 0.686524115197779 0.628946911866759 0.648139312977099 0.654536780013879 0.692921582234559 0.622549444829979 0.616151977793199 0.622549444829979 0.692921582234559 0.686524115197779 0.692921582234559 0.673729181124219 0.673729181124219 0.686524115197779 0.686524115197779 0.692921582234559 0.705716516308119 0.705716516308119 0.705716516308119 0.705716516308119 0.705716516308119 0.705716516308119 0.718511450381679
11 0.62969696969697 0.722272727272727 0.768560606060606 0.768560606060606 0.768560606060606 0.768560606060606 0.768560606060606 0.768560606060606 0.861136363636364 0.907424242424242 0.907424242424242 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.907424242424242 0.953712121212121 0.953712121212121 0.907424242424242 0.861136363636364 1 1 1 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121 0.953712121212121
12 0.72822573196638 0.72822573196638 0.76528585942551 0.76528585942551 0.77763923524522 0.77763923524522 0.82705273852406 0.92587974508174 0.95058649672116 0.96293987254087 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.97529324836058 0.96293987254087 0.96293987254087 0.95058649672116 0.96293987254087 0.96293987254087 0.98764662418029 1 1 1 1 1 1 1 1 1 1 1 1
13 0.618181195175439 0.70495819627193 0.687602796052632 0.687602796052632 0.687602796052632 0.687602796052632 0.687602796052632 0.687602796052632 0.70495819627193 0.70495819627193 0.70495819627193 0.70495819627193 0.722313596491228 0.652891995614035 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.635536595394737 0.618181195175439 0.618181195175439 0.635536595394737 0.739668996710526 0.722313596491228 0.791735197368421 0.757024396929824 0.757024396929824 0.774379797149123 0.791735197368421 0.774379797149123 0.774379797149123 0.791735197368421 0.774379797149123 0.809090597587719 0.774379797149123 0.774379797149123 0.774379797149123
