"cid","clust"
"CID_3447",3
"CID_3783",3
"CID_3792",3
"CID_3949",5
"CID_39765",6
"CID_4022878",2
"CID_40692",1
"CID_41049",5
"CID_43507",4
"CID_43708",4
"CID_44187",4
"CID_444036",6
"CID_449069",6
"CID_4631",3
"CID_4634922",3
"CID_46924818",4
"CID_47319",4
"CID_4739621",2
"CID_5029",3
"CID_5105",1
"CID_5280363",12
"CID_5280723",12
"CID_5281071",3
"CID_5284353",4
"CID_5284549",4
"CID_5360696",4
"CID_5362440",4
"CID_5388973",8
"CID_5388993",4
"CID_5458190",4
"CID_5462501",4
"CID_5484131",4
"CID_5517",4
"CID_59768",3
"CID_6032",8
"CID_60648",4
"CID_60700",4
"CID_6127",3
"CID_6321424",6
"CID_6337614",4
"CID_6426689",4
"CID_656668",4
"CID_657380",4
"CID_65833",4
"CID_65863",5
"CID_6602480",8
"CID_67361",3
"CID_708857",5
"CID_71655",9
"CID_72326",12
"CID_9838675",6
"CID_9913",2
"CID_23672308",16
"CID_241903",4
"CID_2663",3
"CID_876",16
"CID_10096344",5
"CID_105024",16
"CID_107526",8
"CID_10959536",3
"CID_125017",3
"CID_129211",3
"CID_135413536",4
"CID_135546504",4
"CID_135920971",3
"CID_156419",3
"CID_159269",4
"CID_163091",5
"CID_17571905",4
"CID_182230",16
"CID_18784696",13
"CID_21800",6
"CID_2354",2
"CID_2893",4
"CID_3000540",8
"CID_3034034",4
"CID_3052776",4
"CID_3081545",8
"CID_3510",4
"CID_37464",3
"CID_441290",6
"CID_446598",8
"CID_448601",4
"CID_456389",11
"CID_464205",2
"CID_46705390",18
"CID_468595",11
"CID_46930982",4
"CID_46930984",4
"CID_46930987",4
"CID_46930993",4
"CID_483407",4
"CID_5277135",3
"CID_5281037",3
"CID_5281087",5
"CID_5284515",6
"CID_5311046",16
"CID_53245639",8
"CID_5479537",4
"CID_5481173",4
"CID_56052",3
"CID_60750",4
"CID_60852",10
"CID_637568",16
"CID_64184",6
"CID_6436173",6
"CID_6437877",4
"CID_64929",5
"CID_65016",3
"CID_65028",4
"CID_65241",21
"CID_65935",4
"CID_6604728",4
"CID_667528",4
"CID_68843",15
"CID_6918289",6
"CID_6918296",6
"CID_6918314",11
"CID_6918558",3
"CID_7099",2
"CID_71299258",8
"CID_71773445",4
"CID_91435",21
"CID_9578005",3
"CID_9934",7
"CID_9979283",16
"CID_42981",4
"CID_115237",4
"CID_179344",4
"CID_442424",4
"CID_5284616",6
"CID_8417",3
"CID_1051",2
"CID_11310",3
"CID_123630",6
"CID_124246",3
"CID_133017",5
"CID_15895902",2
"CID_159325",4
"CID_159603",3
"CID_16779",5
"CID_193962",11
"CID_29566",7
"CID_3245",3
"CID_40973",6
"CID_439302",4
"CID_443385",8
"CID_4602",3
"CID_49787020",6
"CID_5282199",17
"CID_5282226",4
"CID_5284514",3
"CID_5312125",1
"CID_5488548",4
"CID_56032",2
"CID_5789",4
"CID_5950",16
"CID_638072",17
"CID_65866",4
"CID_68861",6
"CID_6918155",6
"CID_6918178",6
"CID_6957673",3
"CID_8225",6
"CID_8612",3
"CID_9416",6
"CID_9570438",5
"CID_126480146",4
"CID_135398592",4
"CID_2198",4
"CID_275182",4
"CID_44602",16
"CID_5113032",5
"CID_5311054",18
"CID_5951",16
"CID_60608",2
"CID_64981",4
"CID_65359",16
"CID_9750",16
"CID_25162925",4
"CID_91440",4
"CID_115100",3
"CID_151170",4
"CID_2040",2
"CID_2313",3
"CID_5282169",6
"CID_5282459",4
"CID_52919",5
"CID_6306",16
"CID_71406",18
"CID_9409",2
"CID_107848",8
"CID_5281075",16
"CID_9868491",4
"CID_119034",6
"CID_23665411",3
"CID_31549",4
"CID_443155",5
"CID_44330586",1
"CID_64692",4
"CID_9800555",2
"CID_2810",3
"CID_3149",3
"CID_36573",3
"CID_4884",3
"CID_71774",3
"CID_9832912",6
"CID_9948102",5
"CID_10160238",5
"CID_10178705",4
"CID_10182969",4
"CID_10280735",1
"CID_11256664",3
"CID_11285588",4
"CID_11313622",3
"CID_11395250",4
"CID_11440648",6
"CID_11450633",4
"CID_115067",4
"CID_11561674",3
"CID_11609955",3
"CID_11949646",5
"CID_127151",3
"CID_130904",6
"CID_131682",3
"CID_132999",4
"CID_13304188",8
"CID_135415867",3
"CID_148195",1
"CID_15068212",4
"CID_151171",3
"CID_154059",4
"CID_15981397",1
"CID_15983988",4
"CID_16004692",2
"CID_16220172",3
"CID_164522",5
"CID_16678941",3
"CID_213039",4
"CID_213046",4
"CID_22024915",1
"CID_24812758",4
"CID_3038525",1
"CID_3241",5
"CID_44205240",1
"CID_443874",4
"CID_4440",4
"CID_449193",1
"CID_4593",11
"CID_461399",4
"CID_46199646",4
"CID_46931009",6
"CID_49867939",6
"CID_50878566",1
"CID_51712",7
"CID_5311068",2
"CID_5464343",4
"CID_54677946",3
"CID_54698642",1
"CID_54726191",4
"CID_56671814",1
"CID_57149540",3
"CID_60753",3
"CID_6451164",11
"CID_65777",5
"CID_68640",4
"CID_6918537",12
"CID_6918554",4
"CID_71234",2
"CID_71354",3
"CID_73115",4
"CID_91270",4
"CID_91469",4
"CID_9800568",16
"CID_9813758",1
"CID_9819382",3
"CID_9865528",3
"CID_9869929",1
"CID_9887712",5
"CID_9910224",2
"CID_9966051",5
"CID_5362116",4
"CID_5486182",4
"CID_10340",21
"CID_108213",4
"CID_13730",4
"CID_19649",8
"CID_24480",20
"CID_284",21
"CID_3037209",8
"CID_31268",15
"CID_443753",8
"CID_5486699",4
"CID_5862",16
"CID_638678",4
"CID_64735",20
"CID_6870646",4
"CID_9571080",4
"CID_13520",21
"CID_15899898",2
"CID_24293",23
"CID_1738118",8
"CID_3037558",8
"CID_5984",8
"CID_10052040",5
"CID_10071196",4
"CID_10275777",1
"CID_10324367",12
"CID_108000",1
"CID_11234049",4
"CID_11304743",2
"CID_114905",4
"CID_11519070",3
"CID_11552706",2
"CID_119373",4
"CID_11978813",5
"CID_11984561",2
"CID_121892",3
"CID_122262",5
"CID_135398508",4
"CID_135398654",4
"CID_135409642",3
"CID_154257",1
"CID_17750963",8
"CID_24831714",5
"CID_25154714",4
"CID_25181577",1
"CID_2536",3
"CID_3219",5
"CID_3236",3
"CID_4413",3
"CID_443354",8
"CID_44603531",4
"CID_456390",1
"CID_492405",2
"CID_49831257",1
"CID_5273755",3
"CID_5280896",6
"CID_5283820",12
"CID_5288320",11
"CID_53465279",4
"CID_5362422",3
"CID_5388906",3
"CID_5481350",2
"CID_56640146",1
"CID_586",16
"CID_60947",4
"CID_62887",4
"CID_6323266",5
"CID_6328657",4
"CID_6433427",4
"CID_6436208",4
"CID_6440721",6
"CID_6444692",11
"CID_6451149",1
"CID_6509979",6
"CID_65859",5
"CID_66553156",4
"CID_72093",3
"CID_72301",4
"CID_9828911",3
"CID_9848818",12
"CID_9853053",4
"CID_9863672",1
"CID_9915886",4
"CID_10453870",4
"CID_24946690",1
"CID_25151504",1
"CID_51167",5
"CID_92786",12
"CID_9820008",3
"CID_133640201",6
"CID_16654697",4
"CID_22788331",19
"CID_25202509",4
"CID_439213",8
"CID_439531",8
"CID_6992020",19
"CID_10033072",6
"CID_11250029",3
"CID_11358077",6
"CID_11476460",4
"CID_114840",4
"CID_119171",4
"CID_12000240",3
"CID_12855889",6
"CID_135413538",4
"CID_16063245",1
"CID_166548",4
"CID_204104",1
"CID_213023",3
"CID_21592210",3
"CID_21680710",4
"CID_23520033",4
"CID_24721541",8
"CID_3033690",4
"CID_3037557",8
"CID_34755",4
"CID_3874387",4
"CID_44513473",4
"CID_44591583",11
"CID_46908929",4
"CID_489181",11
"CID_5281042",4
"CID_5281243",6
"CID_5282521",6
"CID_5311010",4
"CID_5362420",4
"CID_5484735",4
"CID_59603622",1
"CID_60657",4
"CID_644076",4
"CID_656630",6
"CID_657181",4
"CID_66553154",4
"CID_6713919",6
"CID_6918248",5
"CID_6918612",4
"CID_71729958",6
"CID_71729967",6
"CID_72081",4
"CID_73265351",3
"CID_86295192",4
"CID_91503",4
"CID_92253",4
"CID_9796294",6
"CID_9832750",6
"CID_9855027",4
"CID_9870652",3
"CID_9871419",4
"CID_9876378",6
"CID_9892071",4
"CID_9913767",3
"CID_21680722",4
"CID_24776147",4
"CID_10311306",4
"CID_121271792",1
"CID_138402875",21
"CID_25017411",1
"CID_46847888",2
"CID_52938427",4
"CID_9864881",3
"CID_10077130",4
"CID_13654833",4
"CID_45375808",4
"CID_10348973",2
"CID_3036505",3
"CID_6321416",4
"CID_16394562",4
"CID_2142",8
"CID_3085830",4
"CID_5282071",6
"CID_64746",3
"CID_75731913",1
"CID_6030",4
"CID_6022",4
"CID_225609",6
"CID_6106",16
"CID_1241420",16
"CID_157133",4
"CID_158617",4
"CID_23257217",1
"CID_24868265",4
"CID_24868268",4
"CID_25382",3
"CID_4134",3
"CID_441300",4
"CID_4942",4
"CID_5479539",4
"CID_66359",6
"CID_123869",16
"CID_9952916",3
"CID_6100671",4
"CID_5281224",6
"CID_2723788",2
"CID_6735",3
"CID_172198",4
"CID_4636601",21
"CID_11163",16
"CID_16760207",3
"CID_6917715",6
"CID_9850878",6
