"ids" "nef_50" "nef_100" "nef_200" "nef_1000" "nef_500"
1 NA NA NA NA NA
2 NA NA NA NA NA
3 0.605257542701672 0.678357997756918 0.678357997756918 0.692978088767967 0.678357997756918
4 NA NA NA NA NA
5 NA NA NA NA NA
6 0.65364195836713 0.667531002643135 0.673607459513887 0.712670396540151 0.694441025927894
7 NA NA NA NA NA
8 NA NA NA NA NA
9 0.771244566341644 0.836603261672603 0.934641304669041 0.901961957003562 0.901961957003562
10 NA NA NA NA NA
11 NA NA NA NA NA
12 NA NA NA NA NA
13 0.933333173618265 0.955555449078843 0.955555449078843 0.977777724539422 0.977777724539422
14 0.625185408854886 0.604256675339169 0.591572594420552 0.677824344667144 0.674019120391559
15 NA NA NA NA NA
16 NA NA NA NA NA
17 NA NA NA NA NA
18 NA NA NA NA NA
19 0.498720279084829 0.497123846852615 0.493930982388187 0.487545253459331 0.481159524530475
20 NA NA NA NA NA
21 0.7500923993285 0.751890295736209 0.755486088551626 0.764475570590169 0.755486088551626
22 0.883838669002533 0.883838669002533 0.904040639610788 0.904040639610788 0.904040639610788
23 0.852941888878599 0.852941888878599 0.852941888878599 0.869281679003199 0.852941888878599
24 NA NA NA NA NA
25 NA NA NA NA NA
26 NA NA NA NA NA
27 NA NA NA NA NA
28 NA NA NA NA NA
29 NA NA NA NA NA
30 NA NA NA NA NA
31 NA NA NA NA NA
32 NA NA NA NA NA
33 NA NA NA NA NA
34 NA NA NA NA NA
35 0.987699967600737 0.990774975700553 0.990774975700553 0.990774975700553 0.990774975700553
36 NA NA NA NA NA
37 NA NA NA NA NA
38 NA NA NA NA NA
39 NA NA NA NA NA
40 NA NA NA NA NA
41 NA NA NA NA NA
42 NA NA NA NA NA
43 NA NA NA NA NA
44 NA NA NA NA NA
45 NA NA NA NA NA
46 0.744988190520195 0.742073769840425 0.741163013377998 0.750817031879733 0.744988190520195
47 NA NA NA NA NA
48 NA NA NA NA NA
49 NA NA NA NA NA
50 0.529469783474866 0.566604047707379 0.558297699129054 0.659684012658613 0.605937051269449
51 NA NA NA NA NA
52 NA NA NA NA NA
53 NA NA NA NA NA
54 NA NA NA NA NA
55 NA NA NA NA NA
56 0.950855190106061 0.950855190106061 0.950855190106061 0.955128651835969 0.952991920971015
57 NA NA NA NA NA
58 0.845310547481635 0.863607149392409 0.864438813115626 0.873587114071014 0.869428795454928
59 NA NA NA NA NA
60 NA NA NA NA NA
61 0.820182501341922 0.818840579710145 0.826892109500805 0.824208266237252 0.825550187869029
62 NA NA NA NA NA
63 NA NA NA NA NA
64 NA NA NA NA NA
65 NA NA NA NA NA
66 NA NA NA NA NA
67 NA NA NA NA NA
68 0.578311164937045 0.551537270647333 0.5916981120819 0.618472006371612 0.564924217792189
69 NA NA NA NA NA
70 0.61461742047836 0.634637294739224 0.609612451913144 0.63964226330444 0.61461742047836
71 NA NA NA NA NA
72 0.787580141342146 0.793026804384655 0.798473467427165 0.809366793512183 0.798473467427165
73 NA NA NA NA NA
74 NA NA NA NA NA
75 NA NA NA NA NA
76 0.463932304412612 0.465881641487476 0.485375012236108 0.538007113257415 0.518513742508783
77 0.444447154075013 0.454193695231592 0.483433318701328 0.483433318701328 0.483433318701328
78 NA NA NA NA NA
79 0.758155107272155 0.775467214560699 0.781237916990214 0.789631665978599 0.78333635423731
80 NA NA NA NA NA
81 NA NA NA NA NA
82 0.576388888888889 0.611111111111111 0.565972222222222 0.666666666666667 0.638888888888889
83 NA NA NA NA NA
84 0.490978530296545 0.483495604424246 0.498278945781715 0.514522370236217 0.512149735203537
85 0.543215303021903 0.506178705969625 0.518524238320385 0.555560835372663 0.518524238320385
86 NA NA NA NA NA
87 0.63529742803902 0.63529742803902 0.639218961070858 0.66144098158461 0.649676382489094
88 NA NA NA NA NA
89 NA NA NA NA NA
90 0.779150471180511 0.779561736597307 0.7803842674309 0.802386967229489 0.785730717849249
91 0.726589603660832 0.725096577605738 0.726216347147059 0.739840209899795 0.730882053569229
92 NA NA NA NA NA
93 NA NA NA NA NA
94 NA NA NA NA NA
95 NA NA NA NA NA
96 0.708999303766727 0.718919782047407 0.705692477673167 0.712306129860287 0.705692477673167
97 NA NA NA NA NA
98 0.516337553289326 0.516337553289326 0.509801574279723 0.529409511308534 0.52287353229893
99 0.646468068630061 0.671720349442199 0.646468068630061 0.696972630254338 0.671720349442199
100 NA NA NA NA NA
101 NA NA NA NA NA
102 NA NA NA NA NA
